"id","best-image","description","getty-lod-url","type","label","http://www.w3.org/2000/01/rdf-schema#seeAlso","p-in-p-url","pleiades-url","wiki-en-url","wiki-it-url","wikidata-url","latitude","longitude","url"
"pompeii","luna_img_PALP_31123","The ancient city and archaeological site of Pompeii in Campania.","http://vocab.getty.edu/tgn/7004658","city-as-physical-entity","Pompeii","https://open.pompeiisites.org","https://pompeiiinpictures.com/pompeiiinpictures/pompeii.htm","https://pleiades.stoa.org/places/433032","https://en.wikipedia.org/wiki/Pompeii","https://it.wikipedia.org/wiki/Pompei_(citt%C3%A0_antica)","http://www.wikidata.org/entity/Q43332",40.751032685854106,14.488398567072974,"http://p-lod.org/urn/urn:p-lod:id:pompeii"
