"concept","wikidataid","space","property","insula","region"
"amphora","Q178401","r5-i2-p4-space-u","r5-i2-p4","r5-i2","r5"
"amphora","Q178401","r5-i2-pi-space-d","r5-i2-pi","r5-i2","r5"
"amphora","Q178401","r5-i2-pi-space-o","r5-i2-pi","r5-i2","r5"
"amphora","Q178401","r6-i10-p1-space-b","r6-i10-p1","r6-i10","r6"
"amphora","Q178401","r6-i10-p1-space-c","r6-i10-p1","r6-i10","r6"
"amphora","Q178401","r6-i10-p7-space-9","r6-i10-p7","r6-i10","r6"
"amphora","Q178401","r6-i11-p10-space-43","r6-i11-p10","r6-i11","r6"
"amphora","Q178401","r6-i14-p30-space-a","r6-i14-p30","r6-i14","r6"
"amphora","Q178401","r6-i15-p1-space-g","r6-i15-p1","r6-i15","r6"
"amphora","Q178401","r6-i15-p1-space-h","r6-i15-p1","r6-i15","r6"
"amphora","Q178401","r6-i15-p1-space-l","r6-i15-p1","r6-i15","r6"
"amphora","Q178401","r6-i15-p6-space-d","r6-i15-p6","r6-i15","r6"
"amphora","Q178401","r6-i8-p23-space-15","r6-i8-p23","r6-i8","r6"
"amphora","Q178401","r6-i9-p6-space-35","r6-i9-p6","r6-i9","r6"
"amphora","Q178401","r6-i9-p6-space-45","r6-i9-p6","r6-i9","r6"
"amphora","Q178401","r6-i9-p6-space-49","r6-i9-p6","r6-i9","r6"
"amphora","Q178401","r7-i16-p22-space-21","r7-i16-p22","r7-i16","r7"
"amphora","Q178401","r7-i2-p45-space-h","r7-i2-p45","r7-i2","r7"
"amphora","Q178401","r7-i3-p29-space-m","r7-i3-p29","r7-i3","r7"
"amphora","Q178401","r8-i7-p24-space-17","r8-i7-p24","r8-i7","r8"
"amphora","Q178401","r8-i7-p28-space-6","r8-i7-p28","r8-i7","r8"
"amphora","Q178401","r9-i2-p16-space-b","r9-i2-p16","r9-i2","r9"
"amphora","Q178401","r9-i5-p14-space-k","r9-i5-p14","r9-i5","r9"
"amphora","Q178401","r9-i5-p9-space-a","r9-i5-p9","r9-i5","r9"
"amphora","Q178401","r9-i5-p9-space-l","r9-i5-p9","r9-i5","r9"
"ampitheater","Q7362268","r1-i3-p23-space-n","r1-i3-p23","r1-i3","r1"
"amulet","","r1-i9-p5-space-8","r1-i9-p5","r1-i9","r1"
"amulet","","r7-i15-p2-space-nprime","r7-i15-p2","r7-i15","r7"
"amymone","","r5-i2-p1-space-o","r5-i2-p1","r5-i2","r5"
"amymone","","r6-i10-p7-space-3","r6-i10-p7","r6-i10","r6"
"amymone","","r9-i7-p20-space-l","r9-i7-p20","r9-i7","r9"
"anchor","","r3-i3-p6-space-via-dell-abbondanza","r3-i3-p6","r3-i3","r3"
"anchor","","r6-i8-p23-space-10","r6-i8-p23","r6-i8","r6"
"andromeda","","r1-i10-p4-space-11","r1-i10-p4","r1-i10","r1"
"andromeda","","r1-i10-p4-space-15","r1-i10-p4","r1-i10","r1"
"andromeda","","r1-i12-p3-space-5","r1-i12-p3","r1-i12","r1"
"andromeda","","r1-i3-p25-space-i","r1-i3-p25","r1-i3","r1"
"andromeda","","r1-i7-p10-space-4","r1-i7-p10","r1-i7","r1"
"andromeda","","r1-i7-p7-space-b","r1-i7-p7","r1-i7","r1"
"andromeda","","r6-i10-p2-space-12","r6-i10-p2","r6-i10","r6"
"andromeda","","r6-i13-p19-space-h","r6-i13-p19","r6-i13","r6"
"andromeda","","r6-i15-p1-space-o","r6-i15-p1","r6-i15","r6"
"andromeda","","r6-i15-p1-space-q","r6-i15-p1","r6-i15","r6"
"andromeda","","r6-i15-p8-space-k","r6-i15-p8","r6-i15","r6"
"andromeda","","r6-i2-p22-space-12","r6-i2-p22","r6-i2","r6"
"andromeda","","r6-i9-p6-space-53","r6-i9-p6","r6-i9","r6"
"andromeda","","r7-i15-p2-space-z","r7-i15-p2","r7-i15","r7"
"andromeda","","r7-i15-p2-space-zprime","r7-i15-p2","r7-i15","r7"
"andromeda","","r7-i4-p29-space-9","r7-i4-p29","r7-i4","r7"
"andromeda","","r7-i4-p31-space-17","r7-i4-p31","r7-i4","r7"
"andromeda","","r8-i2-p29-space-5","r8-i2-p29","r8-i2","r8"
"andromeda","","r8-i7-p28-space-12","r8-i7-p28","r8-i7","r8"
"andromeda","","r9-i7-p16-space-a","r9-i7-p16","r9-i7","r9"
"andromeda","","r9-i8-p3-space-10","r9-i8-p3","r9-i8","r9"
"andromeda","","r9-i9-pd-space-l","r9-i9-pd","r9-i9","r9"
"anfitrione","","r7-i3-p12-space-i","r7-i3-p12","r7-i3","r7"
"animal","Q729","r1-i10-p1-space-1","r1-i10-p1","r1-i10","r1"
"animal","Q729","r1-i10-p11-space-4","r1-i10-p11","r1-i10","r1"
"animal","Q729","r1-i10-p4-space-12","r1-i10-p4","r1-i10","r1"
"animal","Q729","r1-i10-p4-space-16","r1-i10-p4","r1-i10","r1"
"animal","Q729","r1-i10-p4-space-17","r1-i10-p4","r1-i10","r1"
"animal","Q729","r1-i10-p4-space-18","r1-i10-p4","r1-i10","r1"
"animal","Q729","r1-i10-p4-space-22","r1-i10-p4","r1-i10","r1"
"animal","Q729","r1-i10-p4-space-47","r1-i10-p4","r1-i10","r1"
"animal","Q729","r1-i10-p7-space-9","r1-i10-p7","r1-i10","r1"
"animal","Q729","r1-i11-p15-space-14","r1-i11-p15","r1-i11","r1"
"animal","Q729","r1-i11-p15-space-18","r1-i11-p15","r1-i11","r1"
"animal","Q729","r1-i11-p17-space-4","r1-i11-p17","r1-i11","r1"
"animal","Q729","r1-i11-p6-space-10","r1-i11-p6","r1-i11","r1"
"animal","Q729","r1-i11-p6-space-4","r1-i11-p6","r1-i11","r1"
"animal","Q729","r1-i12-p7-space-3","r1-i12-p7","r1-i12","r1"
"animal","Q729","r1-i13-p1-space-4","r1-i13-p1","r1-i13","r1"
"animal","Q729","r1-i13-p2-space-6","r1-i13-p2","r1-i13","r1"
"animal","Q729","r1-i13-p7-space-4","r1-i13-p7","r1-i13","r1"
"animal","Q729","r1-i16-p3-space-6","r1-i16-p3","r1-i16","r1"
"animal","Q729","r1-i3-p25-space-i","r1-i3-p25","r1-i3","r1"
"animal","Q729","r1-i3-p3-space-g","r1-i3-p3","r1-i3","r1"
"animal","Q729","r1-i6-p13-space-13","r1-i6-p13","r1-i6","r1"
"animal","Q729","r1-i6-p15-space-h","r1-i6-p15","r1-i6","r1"
"animal","Q729","r1-i7-p10-space-22","r1-i7-p10","r1-i7","r1"
"animal","Q729","r1-i7-p18-space-a","r1-i7-p18","r1-i7","r1"
"animal","Q729","r1-i7-p19-space-g","r1-i7-p19","r1-i7","r1"
"animal","Q729","r1-i7-p7-space-b","r1-i7-p7","r1-i7","r1"
"animal","Q729","r1-i8-p17-space-14","r1-i8-p17","r1-i8","r1"
"animal","Q729","r1-i8-p17-space-9","r1-i8-p17","r1-i8","r1"
"animal","Q729","r1-i8-p5-space-4","r1-i8-p5","r1-i8","r1"
"animal","Q729","r1-i9-p12-space-11","r1-i9-p12","r1-i9","r1"
"animal","Q729","r3-i4-p2-space-6","r3-i4-p2","r3-i4","r3"
"animal","Q729","r5-i1-p26-space-i","r5-i1-p26","r5-i1","r5"
"animal","Q729","r5-i2-ph-space-k","r5-i2-ph","r5-i2","r5"
"animal","Q729","r5-i2-pi-space-q","r5-i2-pi","r5-i2","r5"
"animal","Q729","r5-i2-pi-space-r","r5-i2-pi","r5-i2","r5"
"animal","Q729","r5-i2-pi-space-w","r5-i2-pi","r5-i2","r5"
"animal","Q729","r5-i3-p11-space-j","r5-i3-p11","r5-i3","r5"
"animal","Q729","r5-i4-pa-space-10","r5-i4-pa","r5-i4","r5"
"animal","Q729","r5-i4-pa-space-9","r5-i4-pa","r5-i4","r5"
"animal","Q729","r6-i10-p1-space-d","r6-i10-p1","r6-i10","r6"
"animal","Q729","r6-i10-p11-space-2","r6-i10-p11","r6-i10","r6"
"animal","Q729","r6-i10-p11-space-24","r6-i10-p11","r6-i10","r6"
"animal","Q729","r6-i11-p19-space-7","r6-i11-p19","r6-i11","r6"
"animal","Q729","r6-i14-p20-space-o","r6-i14-p20","r6-i14","r6"
"animal","Q729","r6-i14-p25-space-d","r6-i14-p25","r6-i14","r6"
"animal","Q729","r6-i15-p1-space-c","r6-i15-p1","r6-i15","r6"
"animal","Q729","r6-i16-p15-space-f","r6-i16-p15","r6-i16","r6"
"animal","Q729","r6-i16-p7-space-n","r6-i16-p7","r6-i16","r6"
"animal","Q729","r6-i16-p7-space-q","r6-i16-p7","r6-i16","r6"
"animal","Q729","r6-i2-p14-space-11","r6-i2-p14","r6-i2","r6"
"animal","Q729","r6-i2-p22-space-10","r6-i2-p22","r6-i2","r6"
"animal","Q729","r6-i2-p22-space-12","r6-i2-p22","r6-i2","r6"
"animal","Q729","r6-i5-p16-space-5","r6-i5-p16","r6-i5","r6"
"animal","Q729","r6-i5-p3-space-2","r6-i5-p3","r6-i5","r6"
"animal","Q729","r6-i7-p23-space-7","r6-i7-p23","r6-i7","r6"
"animal","Q729","r6-i8-p23-space-15","r6-i8-p23","r6-i8","r6"
"animal","Q729","r6-i8-p23-space-19","r6-i8-p23","r6-i8","r6"
"animal","Q729","r6-i8-p5-space-4","r6-i8-p5","r6-i8","r6"
"animal","Q729","r6-i9-p2-space-31","r6-i9-p2","r6-i9","r6"
"animal","Q729","r6-i9-p2-space-8","r6-i9-p2","r6-i9","r6"
"animal","Q729","r6-i9-p3-space-2","r6-i9-p3","r6-i9","r6"
"animal","Q729","r6-i9-p5-space-20","r6-i9-p5","r6-i9","r6"
"animal","Q729","r6-i9-p5-space-26","r6-i9-p5","r6-i9","r6"
"animal","Q729","r6-i9-p6-space-37","r6-i9-p6","r6-i9","r6"
"animal","Q729","r7-i1-p25-space-28","r7-i1-p25","r7-i1","r7"
"animal","Q729","r7-i1-p40-space-4","r7-i1-p40","r7-i1","r7"
"animal","Q729","r7-i10-p3-space-e","r7-i10-p3","r7-i10","r7"
"animal","Q729","r7-i12-p22-space-g","r7-i12-p22","r7-i12","r7"
"animal","Q729","r7-i12-p22-space-h","r7-i12-p22","r7-i12","r7"
"animal","Q729","r7-i12-p28-space-i","r7-i12-p28","r7-i12","r7"
"animal","Q729","r7-i13-p15-space-1","r7-i13-p15","r7-i13","r7"
"animal","Q729","r7-i13-p4-space-d","r7-i13-p4","r7-i13","r7"
"animal","Q729","r7-i15-p12-space-g","r7-i15-p12","r7-i15","r7"
"animal","Q729","r7-i15-p2-space-e","r7-i15-p2","r7-i15","r7"
"animal","Q729","r7-i15-p2-space-nprime","r7-i15-p2","r7-i15","r7"
"animal","Q729","r7-i16-p17-space-15","r7-i16-p17","r7-i16","r7"
"animal","Q729","r7-i16-p17-space-6","r7-i16-p17","r7-i16","r7"
"animal","Q729","r7-i16-p20-space-1","r7-i16-p20","r7-i16","r7"
"animal","Q729","r7-i16-p22-space-24","r7-i16-p22","r7-i16","r7"
"animal","Q729","r7-i16-p22-space-32","r7-i16-p22","r7-i16","r7"
"animal","Q729","r7-i2-p35-space-k","r7-i2-p35","r7-i2","r7"
"animal","Q729","r7-i2-p45-space-c","r7-i2-p45","r7-i2","r7"
"animal","Q729","r7-i2-p45-space-m","r7-i2-p45","r7-i2","r7"
"animal","Q729","r7-i3-p21-space-c","r7-i3-p21","r7-i3","r7"
"animal","Q729","r7-i4-p56-space-11","r7-i4-p56","r7-i4","r7"
"animal","Q729","r7-i4-p62-space-5","r7-i4-p62","r7-i4","r7"
"animal","Q729","r7-i5-p2-space-duppercase","r7-i5-p2","r7-i5","r7"
"animal","Q729","r7-i7-p10-space-m","r7-i7-p10","r7-i7","r7"
"animal","Q729","r7-i7-p18-space-4","r7-i7-p18","r7-i7","r7"
"animal","Q729","r7-i9-p1-space-1","r7-i9-p1","r7-i9","r7"
"animal","Q729","r7-i9-p1-space-6","r7-i9-p1","r7-i9","r7"
"animal","Q729","r8-i2-p1-space-n","r8-i2-p1","r8-i2","r8"
"animal","Q729","r8-i2-p18-space-b","r8-i2-p18","r8-i2","r8"
"animal","Q729","r8-i2-p34-space-f","r8-i2-p34","r8-i2","r8"
"animal","Q729","r8-i6-p5-space-5","r8-i6-p5","r8-i6","r8"
"animal","Q729","r8-i7-p24-space-12","r8-i7-p24","r8-i7","r8"
"animal","Q729","r8-i7-p24-space-7","r8-i7-p24","r8-i7","r8"
"animal","Q729","r8-i7-p28-space-1","r8-i7-p28","r8-i7","r8"
"animal","Q729","r9-i2-p17-space-c","r9-i2-p17","r9-i2","r9"
"animal","Q729","r9-i2-p21-space-h","r9-i2-p21","r9-i2","r9"
"animal","Q729","r9-i2-p24-space-d","r9-i2-p24","r9-i2","r9"
"animal","Q729","r9-i2-p26-space-c","r9-i2-p26","r9-i2","r9"
"animal","Q729","r9-i3-p5-space-18","r9-i3-p5","r9-i3","r9"
"animal","Q729","r9-i3-p5-space-30","r9-i3-p5","r9-i3","r9"
"animal","Q729","r9-i5-p11-space-e","r9-i5-p11","r9-i5","r9"
"animal","Q729","r9-i5-p18-space-o","r9-i5-p18","r9-i5","r9"
"animal","Q729","r9-i5-p6-space-fprime","r9-i5-p6","r9-i5","r9"
"animal","Q729","r9-i5-p6-space-r","r9-i5-p6","r9-i5","r9"
"animal","Q729","r9-i5-p9-space-g","r9-i5-p9","r9-i5","r9"
"animal","Q729","r9-i8-p3-space-41","r9-i8-p3","r9-i8","r9"
"animal","Q729","r9-i8-p3-space-43","r9-i8-p3","r9-i8","r9"
"animal-skin","Q3291230","r5-i2-ph-space-k","r5-i2-ph","r5-i2","r5"
"animal-skin","Q3291230","r6-i14-p43-space-20","r6-i14-p43","r6-i14","r6"
"animal-skin","Q3291230","r9-i5-p6-space-h","r9-i5-p6","r9-i5","r9"
"animal_emblem","Q100989638","r6-i11-p10-space-43","r6-i11-p10","r6-i11","r6"
"animal_emblem","Q100989638","r7-i4-p31-space-17","r7-i4-p31","r7-i4","r7"
"animal_emblem","Q100989638","r9-i5-p6-space-g","r9-i5-p6","r9-i5","r9"
"animals_(mythological)","","r6-i2-p4-space-32","r6-i2-p4","r6-i2","r6"
"animals_(mythological)","","r6-i5-p16-space-13","r6-i5-p16","r6-i5","r6"
"animals_(mythological)","","r6-i5-p5-space-12","r6-i5-p5","r6-i5","r6"
"ankh","Q180439","r1-i9-p5-space-8","r1-i9-p5","r1-i9","r1"
"anta","Q101659","r1-i10-p11-space-11","r1-i10-p11","r1-i10","r1"
"anta","Q101659","r1-i10-p11-space-4","r1-i10-p11","r1-i10","r1"
"anta","Q101659","r1-i10-p11-space-6","r1-i10-p11","r1-i10","r1"
"anta","Q101659","r1-i10-p11-space-7","r1-i10-p11","r1-i10","r1"
"antefix","Q571723","r5-i4-pa-space-6","r5-i4-pa","r5-i4","r5"
"antelope","Q25894","r1-i12-p11-space-6","r1-i12-p11","r1-i12","r1"
"antelope","Q25894","r1-i6-p15-space-h","r1-i6-p15","r1-i6","r1"
"antelope","Q25894","r1-i6-p7-space-b","r1-i6-p7","r1-i6","r1"
"antelope","Q25894","r5-i2-pi-space-o","r5-i2-pi","r5-i2","r5"
"antelope","Q25894","r5-i4-pa-space-10","r5-i4-pa","r5-i4","r5"
"antelope","Q25894","r5-i4-pa-space-22","r5-i4-pa","r5-i4","r5"
"antelope","Q25894","r6-i15-p8-space-k","r6-i15-p8","r6-i15","r6"
"antelope","Q25894","r6-i15-p8-space-m","r6-i15-p8","r6-i15","r6"
"antelope","Q25894","r6-i9-p6-space-53","r6-i9-p6","r6-i9","r6"
"antelope","Q25894","r7-i4-p48-space-13","r7-i4-p48","r7-i4","r7"
"antelope","Q25894","r7-i7-p10-space-p","r7-i7-p10","r7-i7","r7"
"antiope","","r1-i4-p5-space-19","r1-i4-p5","r1-i4","r1"
"antiope","","r7-i4-p56-space-11","r7-i4-p56","r7-i4","r7"
"anvil","","r6-i14-p20-space-l","r6-i14-p20","r6-i14","r6"
"anvil","","r7-i2-p25-space-n","r7-i2-p25","r7-i2","r7"
"anvil","","r9-i1-p7-space-e","r9-i1-p7","r9-i1","r9"
"aphrodite","Q35500","r1-i10-p4-space-46","r1-i10-p4","r1-i10","r1"
"aphrodite","Q35500","r1-i13-p16-space-3","r1-i13-p16","r1-i13","r1"
"aphrodite","Q35500","r1-i17-p4-space-7","r1-i17-p4","r1-i17","r1"
"aphrodite","Q35500","r1-i3-p25-space-h","r1-i3-p25","r1-i3","r1"
"aphrodite","Q35500","r1-i4-p5-space-37","r1-i4-p5","r1-i4","r1"
"aphrodite","Q35500","r1-i6-p4-space-e","r1-i6-p4","r1-i6","r1"
"aphrodite","Q35500","r1-i7-p7-space-c","r1-i7-p7","r1-i7","r1"
"aphrodite","Q35500","r1-i8-p17-space-9","r1-i8-p17","r1-i8","r1"
"aphrodite","Q35500","r5-i1-p18-space-b","r5-i1-p18","r5-i1","r5"
"aphrodite","Q35500","r5-i1-p18-space-g","r5-i1-p18","r5-i1","r5"
"aphrodite","Q35500","r5-i1-p18-space-y","r5-i1-p18","r5-i1","r5"
"aphrodite","Q35500","r5-i2-pd-space-m","r5-i2-pd","r5-i2","r5"
"aphrodite","Q35500","r6-i14-p28-space-c","r6-i14-p28","r6-i14","r6"
"aphrodite","Q35500","r6-i2-p14-space-11","r6-i2-p14","r6-i2","r6"
"aphrodite","Q35500","r6-i2-p4-space-34","r6-i2-p4","r6-i2","r6"
"aphrodite","Q35500","r6-i7-p18-space-14","r6-i7-p18","r6-i7","r6"
"aphrodite","Q35500","r6-i9-p2-space-16","r6-i9-p2","r6-i9","r6"
"aphrodite","Q35500","r6-i9-p3-space-12","r6-i9-p3","r6-i9","r6"
"aphrodite","Q35500","r6-i9-p6-space-49","r6-i9-p6","r6-i9","r6"
"aphrodite","Q35500","r7-i12-p26-space-h","r7-i12-p26","r7-i12","r7"
"aphrodite","Q35500","r7-i15-p3-space-c","r7-i15-p3","r7-i15","r7"
"aphrodite","Q35500","r7-i2-p23-space-f","r7-i2-p23","r7-i2","r7"
"aphrodite","Q35500","r7-i4-p48-space-6","r7-i4-p48","r7-i4","r7"
"aphrodite","Q35500","r9-i1-p7-space-d","r9-i1-p7","r9-i1","r9"
"aphrodite","Q35500","r9-i14-p4-space-e","r9-i14-p4","r9-i14","r9"
"aphrodite","Q35500","r9-i2-p18-space-l","r9-i2-p18","r9-i2","r9"
"aphrodite","Q35500","r9-i2-p21-space-d","r9-i2-p21","r9-i2","r9"
"aphrodite","Q35500","r9-i3-p5-space-17","r9-i3-p5","r9-i3","r9"
"aphrodite","Q35500","r9-i3-p5-space-7","r9-i3-p5","r9-i3","r9"
"aphrodite","Q35500","r9-i5-p2-space-c","r9-i5-p2","r9-i5","r9"
"aphrodite","Q35500","r9-i5-p6-space-g","r9-i5-p6","r9-i5","r9"
"aphrodite","Q35500","r9-i5-p9-space-g","r9-i5-p9","r9-i5","r9"
"aphrodite","Q35500","r9-i7-p20-space-i","r9-i7-p20","r9-i7","r9"
"aphrodite","Q35500","r9-i9-pd-space-f","r9-i9-pd","r9-i9","r9"
"apis","Q208150","r1-i9-p5-space-8","r1-i9-p5","r1-i9","r1"
"apollo","Q37340","r1-i10-p4-space-46","r1-i10-p4","r1-i10","r1"
"apollo","Q37340","r1-i11-p1-space-2","r1-i11-p1","r1-i11","r1"
"apollo","Q37340","r1-i3-p22-space-1","r1-i3-p22","r1-i3","r1"
"apollo","Q37340","r1-i4-p5-space-23","r1-i4-p5","r1-i4","r1"
"apollo","Q37340","r1-i6-p15-space-f","r1-i6-p15","r1-i6","r1"
"apollo","Q37340","r1-i7-p10-space-12","r1-i7-p10","r1-i7","r1"
"apollo","Q37340","r2-i3-p3-space-10","r2-i3-p3","r2-i3","r2"
"apollo","Q37340","r6-i10-p11-space-2","r6-i10-p11","r6-i10","r6"
"apollo","Q37340","r6-i14-p40-space-f","r6-i14-p40","r6-i14","r6"
"apollo","Q37340","r6-i17-p19-space-1","r6-i17-p19","r6-i17","r6"
"apollo","Q37340","r6-i2-p14-space-13","r6-i2-p14","r6-i2","r6"
"apollo","Q37340","r6-i2-p22-space-8","r6-i2-p22","r6-i2","r6"
"apollo","Q37340","r6-i3-p7-space-14","r6-i3-p7","r6-i3","r6"
"apollo","Q37340","r6-i5-p3-space-3","r6-i5-p3","r6-i5","r6"
"apollo","Q37340","r6-i5-p3-space-5","r6-i5-p3","r6-i5","r6"
"apollo","Q37340","r6-i7-p23-space-25","r6-i7-p23","r6-i7","r6"
"apollo","Q37340","r6-i8-p23-space-7","r6-i8-p23","r6-i8","r6"
"apollo","Q37340","r6-i8-p5-space-6a","r6-i8-p5","r6-i8","r6"
"apollo","Q37340","r6-i8-p5-space-8","r6-i8-p5","r6-i8","r6"
"apollo","Q37340","r6-i9-p2-space-16","r6-i9-p2","r6-i9","r6"
"apollo","Q37340","r6-i9-p2-space-29","r6-i9-p2","r6-i9","r6"
"apollo","Q37340","r6-i9-p6-space-37","r6-i9-p6","r6-i9","r6"
"apollo","Q37340","r6-i9-p6-space-44","r6-i9-p6","r6-i9","r6"
"apollo","Q37340","r6-i9-p6-space-49","r6-i9-p6","r6-i9","r6"
"apollo","Q37340","r7-i12-p22-space-f","r7-i12-p22","r7-i12","r7"
"apollo","Q37340","r7-i2-p16-space-o","r7-i2-p16","r7-i2","r7"
"apollo","Q37340","r7-i4-p31-space-17","r7-i4-p31","r7-i4","r7"
"apollo","Q37340","r7-i4-p31-space-7","r7-i4-p31","r7-i4","r7"
"apollo","Q37340","r7-i4-p35-space-1","r7-i4-p35","r7-i4","r7"
"apollo","Q37340","r7-i4-p48-space-13","r7-i4-p48","r7-i4","r7"
"apollo","Q37340","r7-i4-p48-space-15","r7-i4-p48","r7-i4","r7"
"apollo","Q37340","r7-i5-p2-space-duppercase","r7-i5-p2","r7-i5","r7"
"apollo","Q37340","r9-i1-p1-space-via-dell-abbondanza","r9-i1-p1","r9-i1","r9"
"apollo","Q37340","r9-i1-p20-space-s","r9-i1-p20","r9-i1","r9"
"apollo","Q37340","r9-i2-p16-space-b","r9-i2-p16","r9-i2","r9"
"apollo","Q37340","r9-i2-p7-space-i","r9-i2-p7","r9-i2","r9"
"apollo","Q37340","r9-i3-p5-space-21","r9-i3-p5","r9-i3","r9"
"apollo","Q37340","r9-i5-p14-space-f","r9-i5-p14","r9-i5","r9"
"apollo","Q37340","r9-i5-p18-space-l","r9-i5-p18","r9-i5","r9"
"apollo","Q37340","r9-i5-p6-space-g","r9-i5-p6","r9-i5","r9"
"apollo","Q37340","r9-i7-p1-space-via-dell-abbondanza","r9-i7-p1","r9-i7","r9"
"apotropiac_foul","","r9-i1-p6-space-via-stabiana","r9-i1-p6","r9-i1","r9"
"apple","Q89","r1-i2-p28-space-i","r1-i2-p28","r1-i2","r1"
"apple","Q89","r1-i6-p15-space-c","r1-i6-p15","r1-i6","r1"
"apple","Q89","r1-i7-p7-space-b","r1-i7-p7","r1-i7","r1"
"apple","Q89","r1-i9-p3-space-5","r1-i9-p3","r1-i9","r1"
"apple","Q89","r6-i14-p20-space-r","r6-i14-p20","r6-i14","r6"
"apse","Q170463","r5-i2-p1-space-r","r5-i2-p1","r5-i2","r5"
"apse","Q170463","r5-i3-p4-space-g","r5-i3-p4","r5-i3","r5"
"apse","Q170463","r6-i8-p20-space-12","r6-i8-p20","r6-i8","r6"
"apse","Q170463","r7-i4-p31-space-17","r7-i4-p31","r7-i4","r7"
"apse","Q170463","r7-i4-p59-space-m","r7-i4-p59","r7-i4","r7"
"apse","Q170463","r9-i6-p8-space-9","r9-i6-p8","r9-i6","r9"
"aquaria_(assemblages_of_fish_in_water)","","r6-i15-p1-space-d","r6-i15-p1","r6-i15","r6"
"aquaria_(assemblages_of_fish_in_water)","","r6-i15-p8-space-e","r6-i15-p8","r6-i15","r6"
"aquaria_(assemblages_of_fish_in_water)","","r7-i2-p25-space-k","r7-i2-p25","r7-i2","r7"
"aquaria_(assemblages_of_fish_in_water)","","r8-i7-p28-space-6","r8-i7-p28","r8-i7","r8"
"aquaria_(assemblages_of_fish_in_water)","","r9-i7-p19-space-c","r9-i7-p19","r9-i7","r9"
"aquaria_(assemblages_of_fish_in_water)","","r9-i8-p3-space-33","r9-i8-p3","r9-i8","r9"
"aquatic_plant","","r5-i2-pc-space-b","r5-i2-pc","r5-i2","r5"
"arch","Q12277","r1-i10-p4-space-18","r1-i10-p4","r1-i10","r1"
"arch","Q12277","r1-i10-p4-space-b","r1-i10-p4","r1-i10","r1"
"arch","Q12277","r1-i11-p12-space-h","r1-i11-p12","r1-i11","r1"
"arch","Q12277","r1-i11-p6-space-4","r1-i11-p6","r1-i11","r1"
"arch","Q12277","r1-i22-p3-space-1","r1-i22-p3","r1-i22","r1"
"arch","Q12277","r1-i3-p25-space-h","r1-i3-p25","r1-i3","r1"
"arch","Q12277","r2-i3-p3-space-6","r2-i3-p3","r2-i3","r2"
"arch","Q12277","r3-i4-p4-space-b","r3-i4-p4","r3-i4","r3"
"arch","Q12277","r5-i2-p1-space-p","r5-i2-p1","r5-i2","r5"
"arch","Q12277","r5-i2-ph-space-k","r5-i2-ph","r5-i2","r5"
"arch","Q12277","r5-i2-pi-space-l","r5-i2-pi","r5-i2","r5"
"arch","Q12277","r5-i2-pi-space-q","r5-i2-pi","r5-i2","r5"
"arch","Q12277","r5-i2-pi-space-w","r5-i2-pi","r5-i2","r5"
"arch","Q12277","r6-i13-p13-space-m","r6-i13-p13","r6-i13","r6"
"arch","Q12277","r6-i14-p43-space-9","r6-i14-p43","r6-i14","r6"
"arch","Q12277","r6-i5-p16-space-13","r6-i5-p16","r6-i5","r6"
"arch","Q12277","r6-i7-p23-space-24","r6-i7-p23","r6-i7","r6"
"arch","Q12277","r6-i7-p23-space-7","r6-i7-p23","r6-i7","r6"
"arch","Q12277","r6-i8-p20-space-12","r6-i8-p20","r6-i8","r6"
"arch","Q12277","r6-i9-p6-space-45","r6-i9-p6","r6-i9","r6"
"arch","Q12277","r7-i1-p8-space-b","r7-i1-p8","r7-i1","r7"
"arch","Q12277","r7-i14-p9-space-7","r7-i14-p9","r7-i14","r7"
"arch","Q12277","r7-i2-p16-space-f","r7-i2-p16","r7-i2","r7"
"arch","Q12277","r7-i2-p45-space-h","r7-i2-p45","r7-i2","r7"
"arch","Q12277","r7-i2-p45-space-m","r7-i2-p45","r7-i2","r7"
"arch","Q12277","r7-i3-p21-space-c","r7-i3-p21","r7-i3","r7"
"arch","Q12277","r7-i4-p48-space-4","r7-i4-p48","r7-i4","r7"
"arch","Q12277","r7-i4-p62-space-7","r7-i4-p62","r7-i4","r7"
"arch","Q12277","r9-i2-p16-space-b","r9-i2-p16","r9-i2","r9"
"arch","Q12277","r9-i5-p2-space-u","r9-i5-p2","r9-i5","r9"
"arched_opening","Q12277","r1-i10-p4-space-b","r1-i10-p4","r1-i10","r1"
"arched_opening","Q12277","r1-i9-p13-space-k","r1-i9-p13","r1-i9","r1"
"arched_opening","Q12277","r3-i4-p4-space-a","r3-i4-p4","r3-i4","r3"
"arched_opening","Q12277","r6-i7-p23-space-7","r6-i7-p23","r6-i7","r6"
"arched_opening","Q12277","r7-i1-p40-space-16","r7-i1-p40","r7-i1","r7"
"arched_opening","Q12277","r7-i2-p16-space-f","r7-i2-p16","r7-i2","r7"
"arched_opening","Q12277","r7-i2-p41-space-b","r7-i2-p41","r7-i2","r7"
"arched_opening","Q12277","r7-i3-p29-space-m","r7-i3-p29","r7-i3","r7"
"arched_opening","Q12277","r7-i4-p31-space-17","r7-i4-p31","r7-i4","r7"
"arched_opening","Q12277","r9-i5-p2-space-u","r9-i5-p2","r9-i5","r9"
"architecture","Q12271","r1-i10-p11-space-1","r1-i10-p11","r1-i10","r1"
"architecture","Q12271","r1-i10-p11-space-11","r1-i10-p11","r1-i10","r1"
