"id","arcgis-id","description","type","label","identifier","image-url","p-in-p-url","pleiades-url","plod-english-title","plod-italian-title","spatially-within","surface-area","wiki-en-url","wiki-it-url","wikidata-url","url"
"r1-i21-p2","BLD_000085","Private Dwellings","property","Property I.21.2","r1-i21-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2021%2003.htm","","","","r1-i21","169.6841","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i21-p2"
"r1-i21-p3","","","property","","","","","","","","r1-i21","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i21-p3"
"r1-i21-p4","BLD_000086","Private Dwellings; Entertainment Buildings","property","Property I.21.4","r1-i21-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2021%2005.htm","","","","r1-i21","181.8214","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i21-p4"
"r1-i21-p5","","","property","","","","","","","","r1-i21","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i21-p5"
"r1-i22-p15","BLD_000087","Private Dwellings","property","Property I.22.15","r1-i22-p15","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2002%2014.htm","","","","r1-i22","130.0361","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i22-p15"
"r1-i22-p2","BLD_000088","Private Dwellings; Market Gardens","property","Property I.22.2","r1-i22-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2022%2002.htm","","","","r1-i22","2658.538","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i22-p2"
"r1-i22-p3","","","property","","","","","","","","r1-i22","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i22-p3"
"r1-i3-p1","BLD_000089","Workshops","property","Property I.3.1","r1-i3-p1","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2003%2001.htm","","","","r1-i3","86.00127","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p1"
"r1-i3-p11","BLD_000090","Shops","property","Property I.3.11","r1-i3-p11","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2003%2011.htm","","","","r1-i3","51.66222","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p11"
"r1-i3-p12","BLD_000091","Shops","property","Property I.3.12","r1-i3-p12","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2003%2012.htm","","","","r1-i3","33.7697","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p12"
"r1-i3-p13","BLD_000092","Shops","property","Property I.3.13","r1-i3-p13","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2003%2013.htm","","Taberna of Sextilius Verus","","r1-i3","124.823","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p13"
"r1-i3-p15","BLD_000093","Workshops","property","Property I.3.15","r1-i3-p15","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2003%2015.htm","","Fullonica of Sestius Venustus","","r1-i3","79.36383","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p15"
"r1-i3-p16","BLD_000094","Workshops","property","Property I.3.16","r1-i3-p16","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2003%2016.htm","","","","r1-i3","87.45777","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p16"
"r1-i3-p17","BLD_000095","Workshops","property","Property I.3.17","r1-i3-p17","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2003%2017.htm","","","","r1-i3","5.435641","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p17"
"r1-i3-p18","","","property","","","","","","","","r1-i3","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p18"
"r1-i3-p2","BLD_000096","Entertainment Buildings","property","Property I.3.2","r1-i3-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2003%2002.htm","","","","r1-i3","19.34317","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p2"
"r1-i3-p20","BLD_000097","Private Dwellings; Entertainment Buildings","property","Property I.3.20","r1-i3-p20","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2003%2020.htm","","","","r1-i3","342.5464","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p20"
"r1-i3-p22","","","property","","","","","","","","r1-i3","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p22"
"r1-i3-p23","BLD_000098","Private Dwellings","property","Property I.3.23","r1-i3-p23","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2003%2023.htm","","Domus of Actius Anicetus","","r1-i3","334.9762","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p23"
"r1-i3-p24","BLD_000099","Private Dwellings","property","Property I.3.24","r1-i3-p24","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2003%2024.htm","","Domus of Capella","","r1-i3","268.4885","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p24"
"r1-i3-p25","BLD_000100","Private Dwellings; Shops","property","Property I.3.25","r1-i3-p25","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2003%2025.htm","","Casa dei guerrieri","","r1-i3","339.5596","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p25"
"r1-i3-p27","BLD_000101","Workshops","property","Property I.3.27","r1-i3-p27","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2003%2027.htm","","","","r1-i3","215.8374","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p27"
"r1-i3-p28","BLD_000102","Entertainment Buildings","property","Property I.3.28","r1-i3-p28","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2003%2028.htm","","","","r1-i3","35.05204","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p28"
"r1-i3-p29","","","property","","","","","","","","r1-i3","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p29"
"r1-i3-p3","BLD_000103","Private Dwellings; Shops","property","Property I.3.3","r1-i3-p3","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2003%2003%20west%20p1.htm","","Domus of Epidius Fortunatus","","r1-i3","615.269","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p3"
"r1-i3-p30","BLD_000104","Private Dwellings","property","Property I.3.30","r1-i3-p30","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2003%2030.htm","","","","r1-i3","291.443","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p30"
"r1-i3-p31","BLD_000105","Private Dwellings","property","Property I.3.31","r1-i3-p31","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2003%2031.htm","","","","r1-i3","8.551795","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p31"
"r1-i3-p4","","","property","","","","","","","","r1-i3","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p4"
"r1-i3-p5","","","property","","","","","","","","r1-i3","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p5"
"r1-i3-p6","BLD_000106","Shops","property","Property I.3.6","r1-i3-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2003%2006.htm","","","","r1-i3","150.8283","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p6"
"r1-i3-p7","BLD_000107","Shops","property","Property I.3.7","r1-i3-p7","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2003%2007.htm","","","","r1-i3","26.00909","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p7"
"r1-i3-p8","BLD_000108","Private Dwellings","property","Property I.3.8","r1-i3-p8","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2003%2008.htm","","Domus of Q. Spurennius Priscus","","r1-i3","92.89564","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p8"
"r1-i3-p9","BLD_000110","Workshops","property","Property I.3.9","r1-i3-p9","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2003%2009.htm","","","","r1-i3","219.1869","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i3-p9"
"r1-i4-p1","","","property","","","","","","","","r1-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p1"
"r1-i4-p10","BLD_000111","Shops","property","Property I.4.10","r1-i4-p10","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2004%2010.htm","","","","r1-i4","23.14572","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p10"
"r1-i4-p11","BLD_000112","Entertainment Buildings","property","Property I.4.11","r1-i4-p11","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2004%2011.htm","","Caupona of Copiosus","","r1-i4","77.34448","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p11"
"r1-i4-p12","BLD_000113","Workshops","property","Property I.4.12","r1-i4-p12","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2004%2012.htm","","","","r1-i4","365.0234","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p12"
"r1-i4-p13","","","property","","","","","","","","r1-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p13"
"r1-i4-p14","","","property","","","","","","","","r1-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p14"
"r1-i4-p15","","","property","","","","","","","","r1-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p15"
"r1-i4-p17","","","property","","","","","","","","r1-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p17"
"r1-i4-p18","BLD_000114","Workshops","property","Property I.4.18","r1-i4-p18","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2004%2018.htm","","Taberna of Sabinus","","r1-i4","40.54728","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p18"
"r1-i4-p19","BLD_000115","Shops","property","Property I.4.19","r1-i4-p19","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2004%2019.htm","","","","r1-i4","37.08721","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p19"
"r1-i4-p2","BLD_000116","Private Dwellings; Entertainment Buildings; Shops","property","Property I.4.2","r1-i4-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2004%2002.htm","","","","r1-i4","232.4596","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p2"
"r1-i4-p20","BLD_000117","Shops","property","Property I.4.20","r1-i4-p20","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2004%2020.htm","","","","r1-i4","18.52665","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p20"
"r1-i4-p21","","","property","","","","","","","","r1-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p21"
"r1-i4-p22","BLD_000118","Private Dwellings","property","Property I.4.22","r1-i4-p22","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2004%2022.htm","","Maison du pressoir de terre cuite","","r1-i4","322.5527","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p22"
"r1-i4-p23","","","property","","","","","","","","r1-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p23"
"r1-i4-p24","","","property","","","","","","","","r1-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p24"
"r1-i4-p25","BLD_000119","Private Dwellings","property","Property I.4.25","r1-i4-p25","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2004%2025%20p1.htm","","Domus of the LL. Popidii Secundus Augustianus and Ampliatus","","r1-i4","2308.835","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p25"
"r1-i4-p26","BLD_000120","Workshops","property","Property I.4.26","r1-i4-p26","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2004%2026.htm","","Fullonica of Dionysius","","r1-i4","48.85942","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p26"
"r1-i4-p27","BLD_000121","Entertainment Buildings","property","Property I.4.27","r1-i4-p27","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2004%2027.htm","","","","r1-i4","43.90393","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p27"
"r1-i4-p3","","","property","","","","","","","","r1-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p3"
"r1-i4-p4","BLD_000122","Shops","property","Property I.4.4","r1-i4-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2004%2004.htm","","","","r1-i4","37.93784","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p4"
"r1-i4-p5","","","property","","","","","","","","r1-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p5"
"r1-i4-p6","BLD_000123","Shops","property","Property I.4.6","r1-i4-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2004%2006.htm","","","","r1-i4","28.33752","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p6"
"r1-i4-p7","BLD_000124","Workshops","property","Property I.4.7","r1-i4-p7","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2004%2007.htm","","Fullonica of Passaratus and Maenianus","","r1-i4","62.82795","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p7"
"r1-i4-p8","BLD_000125","Shops","property","Property I.4.8","r1-i4-p8","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2004%2008.htm","","","","r1-i4","19.11414","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p8"
"r1-i4-p9","BLD_000126","Private Dwellings","property","Property I.4.9","r1-i4-p9","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2004%2009.htm","","","","r1-i4","231.8865","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i4-p9"
"r1-i5-p1","BLD_000127","Shops","property","Property I.5.1","r1-i5-p1","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2005%2001.htm","","Casa dei capitelli etruschi","","r1-i5","68.46968","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i5-p1"
"r1-i5-p2","BLD_000128","Workshops","property","Property I.5.2","r1-i5-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2005%2002%20p1.htm","","Officina coriariorum of M. Vesonius Primus","","r1-i5","1338.08","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i5-p2"
"r1-i5-p3","BLD_000129","Workshops","property","Property I.5.3","r1-i5-p3","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2005%2003.htm","","","","r1-i5","171.7649","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i5-p3"
"r1-i6-p1","BLD_000130","Shops","property","Property I.6.1","r1-i6-p1","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2006%2001.htm","","","","r1-i6","54.50532","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i6-p1"
"r1-i6-p10","BLD_000131","Shops","property","Property I.6.10","r1-i6-p10","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2006%2010.htm","","","","r1-i6","40.37414","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i6-p10"
"r1-i6-p11","BLD_000132","Private Dwellings; Entertainment Buildings","property","Property I.6.11","r1-i6-p11","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2006%2011.htm","","","","r1-i6","758.0819","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i6-p11"
"r1-i6-p12","BLD_000133","Shops","property","Property I.6.12","r1-i6-p12","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2006%2012.htm","","Taberna of Iuianus, negotiator ferrarius","","r1-i6","56.40581","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i6-p12"
"r1-i6-p13","BLD_000134","Private Dwellings","property","Property I.6.13","r1-i6-p13","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2006%2013.htm","","Domus of Stallius Eros","","r1-i6","284.1525","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i6-p13"
"r1-i6-p14","","","property","","","","","","","","r1-i6","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i6-p14"
"r1-i6-p15","BLD_000135","Private Dwellings","property","Property I.6.15","r1-i6-p15","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2006%2015%20p1.htm","","Casa dei """"Vei""""","","r1-i6","287.6566","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i6-p15"
"r1-i6-p2","BLD_000136","Private Dwellings","property","Property I.6.2","r1-i6-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2006%2002%20p1.htm","","Domus of L. Ceius Secundus and Fabia Prima","","r1-i6","1206.583","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i6-p2"
"r1-i6-p3","BLD_000137","Workshops","property","Property I.6.3","r1-i6-p3","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2006%2003.htm","","Taberna et officina of Verus, faber aerarius et gromaticus","","r1-i6","47.08869","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i6-p3"
"r1-i6-p4","BLD_000138","Private Dwellings; Workshops","property","Property I.6.4","r1-i6-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2006%2004%20p1.htm","","Casa del larario","","r1-i6","399.1531","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i6-p4"
"r1-i6-p6","BLD_000139","Workshops","property","Property I.6.6","r1-i6-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2006%2006.htm","","Cenaculum of Ingenuus","","r1-i6","31.14769","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i6-p6"
"r1-i6-p7","BLD_000140","Workshops","property","Property I.6.7","r1-i6-p7","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2006%2007%20p1.htm","","Fullery of Stephanus","","r1-i6","357.5294","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i6-p7"
"r1-i6-p9","","","property","","","","","","","","r1-i6","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i6-p9"
"r1-i7-p1","BLD_000141","Private Dwellings; Workshops","property","Property I.7.1","r1-i7-p1","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2007%2001.htm","","Domus of C. Cuspius Pansa","","r1-i7","817.9994","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i7-p1"
"r1-i7-p10","","","property","","","","","","","","r1-i7","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i7-p10"
"r1-i7-p11","BLD_000142","Private Dwellings","property","Property I.7.11","r1-i7-p11","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2007%2011.htm","","Domus of P. Cornelius Tages, or Teges","","r1-i7","655.4853","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i7-p11"
"r1-i7-p13","","","property","","","","","","","","r1-i7","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i7-p13"
"r1-i7-p14","BLD_000143","Entertainment Buildings","property","Property I.7.14","r1-i7-p14","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2007%2014.htm","","Caupona of Masculus","","r1-i7","106.5103","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i7-p14"
"r1-i7-p15","","","property","","","","","","","","r1-i7","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i7-p15"
"r1-i7-p16","BLD_000144","Workshops; Shops","property","Property I.7.16","r1-i7-p16","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2007%2016.htm","","Officina scriptoria of Astylus, Iarinus, Papilio, Tychicus","","r1-i7","262.9147","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i7-p16"
"r1-i7-p17","","","property","","","","","","","","r1-i7","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i7-p17"
"r1-i7-p18","BLD_000145","Private Dwellings; Shops","property","Property I.7.18","r1-i7-p18","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2007%2018.htm","","Taberna of Niraemius","","r1-i7","136.9772","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i7-p18"
"r1-i7-p19","BLD_000146","Private Dwellings","property","Property I.7.19","r1-i7-p19","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2007%2019.htm","","","","r1-i7","348.6601","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i7-p19"
"r1-i7-p2","","","property","","","","","","","","r1-i7","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i7-p2"
"r1-i7-p3","BLD_000147","Private Dwellings; Workshops","property","Property I.7.3","r1-i7-p3","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2007%2002.htm","","","","r1-i7","135.6302","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i7-p3"
"r1-i7-p4","BLD_000148","Workshops","property","Property I.7.4","r1-i7-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2007%2004.htm","","","","r1-i7","51.47489","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i7-p4"
"r1-i7-p5","","","property","","","","","","","","r1-i7","","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i7-p5"
"r1-i7-p6","BLD_000149","Shops","property","Property I.7.6","r1-i7-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2007%2006.htm","","Taberna of Primilla","","r1-i7","22.59709","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i7-p6"
"r1-i7-p7","BLD_000150","Private Dwellings","property","Property I.7.7","r1-i7-p7","","http://pompeiiinpictures.com/pompeiiinpictures/R1/1%2007%2007.htm","","Domus of Amandus","","r1-i7","314.8188","","","","http://p-lod.org/urn/urn:p-lod:id:r1-i7-p7"
