"id","best-image","broader","description","type","label","manto-url","wikidata-url","url"
"obliques","","","","concept","Obliques","","","https://p-lod.org/id/obliques"
"oceanus","","","","concept","Oceanus","","","https://p-lod.org/id/oceanus"
"octagon","","","","concept","Octagon","","","https://p-lod.org/id/octagon"
"octopus","","animal","","concept","Octopus","","http://www.wikidata.org/entity/Q611843","https://p-lod.org/id/octopus"
"offerant","","","","concept","","","","https://p-lod.org/id/offerant"
"offerer","","","","concept","","","","https://p-lod.org/id/offerer"
"okeanos","","","","concept","","","","https://p-lod.org/id/okeanos"
"oleander","","","","concept","Oleander","","","https://p-lod.org/id/oleander"
"olympian_deity","","deity","","concept","Olympian Deity","","http://www.wikidata.org/entity/Q113103481","https://p-lod.org/id/olympian_deity"
"olympos","","","","concept","Olympos","","","https://p-lod.org/id/olympos"
"olympus","","","","concept","Olympus","","","https://p-lod.org/id/olympus"
"omphale","","","","concept","Omphale","","","https://p-lod.org/id/omphale"
"omphalos","","","","concept","Omphalos","","","https://p-lod.org/id/omphalos"
"onion","","vegetable","","concept","Onion","","","https://p-lod.org/id/onion"
"opening","","","","concept","Opening","","http://www.wikidata.org/entity/Q20204151","https://p-lod.org/id/opening"
"opus_incertum","","","","concept","Opus incertum","","http://www.wikidata.org/entity/Q1326603","https://p-lod.org/id/opus_incertum"
"opus_quadratum","","","","concept","Opus quadratum","","http://www.wikidata.org/entity/Q2631941","https://p-lod.org/id/opus_quadratum"
"opus_sectile","","","","concept","Opus sectile","","http://www.wikidata.org/entity/Q641860","https://p-lod.org/id/opus_sectile"
"orestes","","mythological_figure","","concept","Orestes","","http://www.wikidata.org/entity/Q192407","https://p-lod.org/id/orestes"
"ornament__abstract","","","","concept","","","","https://p-lod.org/id/ornament__abstract"
"ornament__floral","","","","concept","","","","https://p-lod.org/id/ornament__floral"
"orpheus","","","","concept","Orpheus","","","https://p-lod.org/id/orpheus"
"orthostate","","","","concept","Orthostate","","http://www.wikidata.org/entity/Q2738992","https://p-lod.org/id/orthostate"
"orthostate__narrow","","","","concept","","","","https://p-lod.org/id/orthostate__narrow"
"oscillium","","","","concept","Oscillium","","","https://p-lod.org/id/oscillium"
"osiris","","egyptian_deity","","concept","Osiris","","http://www.wikidata.org/entity/Q46491","https://p-lod.org/id/osiris"
"oval","","","","concept","Oval","","","https://p-lod.org/id/oval"
"oven","","","","concept","Oven","","http://www.wikidata.org/entity/Q36539","https://p-lod.org/id/oven"
"ovule","","","","concept","Ovule","","","https://p-lod.org/id/ovule"
"owl","","bird","","concept","Owl","","http://www.wikidata.org/entity/Q80213453","https://p-lod.org/id/owl"
"oyster","","animal","","concept","Oyster","","http://www.wikidata.org/entity/Q107411","https://p-lod.org/id/oyster"
"palestra","","architecture","","concept","Palestra","","","https://p-lod.org/id/palestra"
"palla","","","","concept","Palla","","","https://p-lod.org/id/palla"
"pallas","","","","concept","","","","https://p-lod.org/id/pallas"
"palm","","plant","","concept","Palm","","http://www.wikidata.org/entity/Q2709536","https://p-lod.org/id/palm"
"palm-tree","","tree","","concept","Palm-tree","","","https://p-lod.org/id/palm-tree"
"palmette","","","","concept","Palmette","","http://www.wikidata.org/entity/Q677655","https://p-lod.org/id/palmette"
"pan","","deity","","concept","Pan","","http://www.wikidata.org/entity/Q132582","https://p-lod.org/id/pan"
"pan-pipe","","musical_instrument","","concept","Pan pipe","","","https://p-lod.org/id/pan-pipe"
"panel","","","","concept","Panel","","http://www.wikidata.org/entity/Q98972660","https://p-lod.org/id/panel"
"panel_painting","","","","concept","Panel painting","","","https://p-lod.org/id/panel_painting"
"panther","","animal","","concept","Panther","","http://www.wikidata.org/entity/Q659549","https://p-lod.org/id/panther"
"parapet","","architecture","","concept","Parapet","","http://www.wikidata.org/entity/Q1286070","https://p-lod.org/id/parapet"
"parca","","","","concept","Parca","","","https://p-lod.org/id/parca"
"paris","","mythological_figure","","concept","Paris","","http://www.wikidata.org/entity/Q167646","https://p-lod.org/id/paris"
"parrot","","bird","","concept","Parrot","","http://www.wikidata.org/entity/Q31431","https://p-lod.org/id/parrot"
"partition","","","","concept","Partition","","http://www.wikidata.org/entity/Q518554","https://p-lod.org/id/partition"
"partridge","","bird","","concept","Partridge","","http://www.wikidata.org/entity/Q732775","https://p-lod.org/id/partridge"
"pasiphae","","mythological_figure","","concept","Pasiphae","","http://www.wikidata.org/entity/Q203236","https://p-lod.org/id/pasiphae"
"patera","","","","concept","Patera","","http://www.wikidata.org/entity/Q1109404","https://p-lod.org/id/patera"
"pavillion","","","","concept","Pavillion","","http://www.wikidata.org/entity/Q276173","https://p-lod.org/id/pavillion"
"peacock","","bird","","concept","Peacock","","http://www.wikidata.org/entity/Q201251","https://p-lod.org/id/peacock"
"pear","","fruit","","concept","Pear","","http://www.wikidata.org/entity/Q13099586","https://p-lod.org/id/pear"
"pearl","","","","concept","Pearl","","http://www.wikidata.org/entity/Q43436","https://p-lod.org/id/pearl"
"pedestal","","","","concept","Pedestal","","http://www.wikidata.org/entity/Q12014132","https://p-lod.org/id/pedestal"
"pediment","","architecture","","concept","Pediment","","http://www.wikidata.org/entity/Q190996","https://p-lod.org/id/pediment"
"pediment__half___broken","","","","concept","","","","https://p-lod.org/id/pediment__half___broken"
"pedum","","","","concept","Pedum","","http://www.wikidata.org/entity/Q3108909","https://p-lod.org/id/pedum"
"pegasus","","mythological_creature","","concept","Pegasus","","http://www.wikidata.org/entity/Q162797","https://p-lod.org/id/pegasus"
"peliades","","","","concept","","","","https://p-lod.org/id/peliades"
"pelias","","","","concept","Pelias","","","https://p-lod.org/id/pelias"
"pelops___pirithous","","","","concept","","","","https://p-lod.org/id/pelops___pirithous"
"pelta","","","","concept","Pelta","","","https://p-lod.org/id/pelta"
"pen","","","","concept","Pen","","http://www.wikidata.org/entity/Q165447","https://p-lod.org/id/pen"
"pendant","","","","concept","Pendant","","","https://p-lod.org/id/pendant"
"penelope","","mythological_figure","","concept","Penelope","","http://www.wikidata.org/entity/Q165769","https://p-lod.org/id/penelope"
"penthesilea","","mythological_figure","","concept","Penthesilea","","http://www.wikidata.org/entity/Q379828","https://p-lod.org/id/penthesilea"
"pentheus","","mythological_figure","","concept","Pentheus","","http://www.wikidata.org/entity/Q391091","https://p-lod.org/id/pentheus"
"peplos","","","","concept","Peplos","","","https://p-lod.org/id/peplos"
"pergola","","","","concept","Pergola","","http://www.wikidata.org/entity/Q264458","https://p-lod.org/id/pergola"
"peristyle","","","","concept","Peristyle","","http://www.wikidata.org/entity/Q725453","https://p-lod.org/id/peristyle"
"pero","","","","concept","Pero","","","https://p-lod.org/id/pero"
"perseus","","mythological_figure","","concept","Perseus","","http://www.wikidata.org/entity/Q130832","https://p-lod.org/id/perseus"
"phaedra","","mythological_figure","","concept","Phaedra","","http://www.wikidata.org/entity/Q212818","https://p-lod.org/id/phaedra"
"phallus","","","","concept","Phallus","","","https://p-lod.org/id/phallus"
"philosopher","","generic_human_figure","","concept","Philosopher","","http://www.wikidata.org/entity/Q4964182","https://p-lod.org/id/philosopher"
"phoenix","","mythological_creature","","concept","Phoenix","","http://www.wikidata.org/entity/Q48444","https://p-lod.org/id/phoenix"
"phrixus","","mythological_figure","","concept","Phrixus","","http://www.wikidata.org/entity/Q743482","https://p-lod.org/id/phrixus"
"phrygian_cap","","","","concept","Phrygian cap","","http://www.wikidata.org/entity/Q213240","https://p-lod.org/id/phrygian_cap"
"piece_of_meat","","","","concept","","","","https://p-lod.org/id/piece_of_meat"
"pig","","animal","","concept","Pig","","http://www.wikidata.org/entity/Q787","https://p-lod.org/id/pig"
"pig's_head","","","","concept","","","","https://p-lod.org/id/pig's_head"
"pigeon","","bird","","concept","Pigeon","","http://www.wikidata.org/entity/Q2984138","https://p-lod.org/id/pigeon"
"pilaster","","architecture","","concept","Pilaster","","http://www.wikidata.org/entity/Q175112","https://p-lod.org/id/pilaster"
"pillar","","architecture","","concept","Pillar","","http://www.wikidata.org/entity/Q29052406","https://p-lod.org/id/pillar"
"pinax","","","","concept","Pinax","","http://www.wikidata.org/entity/Q371900","https://p-lod.org/id/pinax"
"pindar","","poet","","concept","Pindar","","http://www.wikidata.org/entity/Q134929","https://p-lod.org/id/pindar"
"pine_cone","","","","concept","Pine cone","","http://www.wikidata.org/entity/Q22710","https://p-lod.org/id/pine_cone"
"pitcher","","","","concept","Pitcher","","","https://p-lod.org/id/pitcher"
"plant","","","","concept","Plant","","","https://p-lod.org/id/plant"
"plaster","","","","concept","Plaster","","http://www.wikidata.org/entity/Q274988","https://p-lod.org/id/plaster"
"plate","","","","concept","Plate","","http://www.wikidata.org/entity/Q57216","https://p-lod.org/id/plate"
"plateau","","","","concept","","","","https://p-lod.org/id/plateau"
"plectrum","","","","concept","Plectrum","","http://www.wikidata.org/entity/Q181890","https://p-lod.org/id/plectrum"
"plinth","","","","concept","Plinth","","http://www.wikidata.org/entity/Q268205","https://p-lod.org/id/plinth"
"pluteus","","","","concept","Pluteus","","http://www.wikidata.org/entity/Q3906813","https://p-lod.org/id/pluteus"
"podium","","","","concept","Podium","","http://www.wikidata.org/entity/Q60142","https://p-lod.org/id/podium"
"poet","","generic_human_figure","","concept","Poet","","http://www.wikidata.org/entity/Q49757","https://p-lod.org/id/poet"
"pole","","","","concept","Pole","","","https://p-lod.org/id/pole"
"poliphemus","","mythological_creature","","concept","Poliphemus","","","https://p-lod.org/id/poliphemus"
"polyhymnia","","muse","","concept","Polyhymnia","","http://www.wikidata.org/entity/Q104425","https://p-lod.org/id/polyhymnia"
"polynices","","mythological_figure","","concept","Polynices","","http://www.wikidata.org/entity/Q334817","https://p-lod.org/id/polynices"
"polyphemos","","","","concept","Polyphemos","","","https://p-lod.org/id/polyphemos"
"polyphemus","","","","concept","Polyphemus","","","https://p-lod.org/id/polyphemus"
"polyxena","","mythological_figure","","concept","Polyxena","https://resource.manto.unh.edu/8189332","http://www.wikidata.org/entity/Q750236","https://p-lod.org/id/polyxena"
"pomegranate","","fruit","","concept","Pomegranate","","http://www.wikidata.org/entity/Q13222088","https://p-lod.org/id/pomegranate"
"pomegranate_tree","","tree","","concept","Pomegranate tree","","","https://p-lod.org/id/pomegranate_tree"
"pool","","","","concept","Pool","","http://www.wikidata.org/entity/Q3253281","https://p-lod.org/id/pool"
"porphyrion_(sultan_chicken)","","animal","","concept","Porphyrion (sultan chicken)","","http://www.wikidata.org/entity/Q2914903","https://p-lod.org/id/porphyrion_(sultan_chicken)"
"portrait","","","","concept","Portrait","","http://www.wikidata.org/entity/Q134307","https://p-lod.org/id/portrait"
"poseidon","","olympian_deity","","concept","Poseidon","","http://www.wikidata.org/entity/Q41127","https://p-lod.org/id/poseidon"
"post","","","","concept","Post","","","https://p-lod.org/id/post"
"posts","","","","concept","Posts","","http://www.wikidata.org/entity/Q2180428","https://p-lod.org/id/posts"
"pot","","","","concept","Pot","","","https://p-lod.org/id/pot"
"predella","","","","concept","Predella","","http://www.wikidata.org/entity/Q1411766","https://p-lod.org/id/predella"
"preto","","","","concept","Preto","","","https://p-lod.org/id/preto"
"priam","","mythological_figure","","concept","Priam","","http://www.wikidata.org/entity/Q170473","https://p-lod.org/id/priam"
"priapus","","roman_deity","","concept","Priapus","","http://www.wikidata.org/entity/Q206878","https://p-lod.org/id/priapus"
"priestess","","generic_human_figure","","concept","Priestess","","","https://p-lod.org/id/priestess"
"prosperina","","roman_deity","","concept","Prosperina","","http://www.wikidata.org/entity/Q14515330","https://p-lod.org/id/prosperina"
"protome","","","","concept","Protome","","","https://p-lod.org/id/protome"
"psyche","","","","concept","Psyche","","","https://p-lod.org/id/psyche"
"punt-pole","","","","concept","Punt-pole","","http://www.wikidata.org/entity/Q572738","https://p-lod.org/id/punt-pole"
"purse","","","","concept","","","","https://p-lod.org/id/purse"
"pygmy","","","","concept","Pygmy","","http://www.wikidata.org/entity/Q171927","https://p-lod.org/id/pygmy"
"pylades","","","","concept","Pylades","","","https://p-lod.org/id/pylades"
"pyramus","","mythological_figure","","concept","Pyramus","","http://www.wikidata.org/entity/Q13409873","https://p-lod.org/id/pyramus"
"quiver","","","","concept","Quiver","","","https://p-lod.org/id/quiver"
"rabbit","","animal","","concept","Rabbit","","http://www.wikidata.org/entity/Q9394","https://p-lod.org/id/rabbit"
"ram","","animal","","concept","Ram","","http://www.wikidata.org/entity/Q2929800","https://p-lod.org/id/ram"
"recess","","architecture","","concept","Recess","","http://www.wikidata.org/entity/Q176274","https://p-lod.org/id/recess"
"rectangle","","","","concept","Rectangle","","http://www.wikidata.org/entity/Q209","https://p-lod.org/id/rectangle"
"reed","","plant","","concept","Reed","","http://www.wikidata.org/entity/Q2734060","https://p-lod.org/id/reed"
"reflection","","","","concept","Reflection","","http://www.wikidata.org/entity/Q2703478","https://p-lod.org/id/reflection"
"rhombus","","","","concept","Rhombus","","http://www.wikidata.org/entity/Q41159","https://p-lod.org/id/rhombus"
"rhyton","","","","concept","Rhyton","","http://www.wikidata.org/entity/Q828450","https://p-lod.org/id/rhyton"
"ribbon","","","","concept","Ribbon","","http://www.wikidata.org/entity/Q6918773","https://p-lod.org/id/ribbon"
"ridges","","","","concept","","","","https://p-lod.org/id/ridges"
"rim","","","","concept","Rim","","","https://p-lod.org/id/rim"
"ring","","","","concept","Ring","","","https://p-lod.org/id/ring"
"river","","","","concept","River","","http://www.wikidata.org/entity/Q4022","https://p-lod.org/id/river"
"river_deity","","deity","","concept","River deity","","","https://p-lod.org/id/river_deity"
"robe","","","","concept","Robe","","","https://p-lod.org/id/robe"
"rock","","","","concept","Rock","","","https://p-lod.org/id/rock"
"rod","","","","concept","Rod","","","https://p-lod.org/id/rod"
"roller","","","","concept","Roller","","","https://p-lod.org/id/roller"
"roman_deity","","deity","","concept","Roman deity","","http://www.wikidata.org/entity/Q11688446","https://p-lod.org/id/roman_deity"
"rooster","","bird","","concept","Rooster","","http://www.wikidata.org/entity/Q2216236","https://p-lod.org/id/rooster"
"rope","","","","concept","Rope","","http://www.wikidata.org/entity/Q31029","https://p-lod.org/id/rope"
"rose","","flower","","concept","Rose","","http://www.wikidata.org/entity/Q34687","https://p-lod.org/id/rose"
"rosetta","","","","concept","Rosetta","","","https://p-lod.org/id/rosetta"
"rosette","","","","concept","Rosette","","http://www.wikidata.org/entity/Q753457","https://p-lod.org/id/rosette"
"rostrum","","architecture","","concept","Rostrum","","http://www.wikidata.org/entity/Q426372","https://p-lod.org/id/rostrum"
"roundel","","","","concept","Roundel","","http://www.wikidata.org/entity/Q115488","https://p-lod.org/id/roundel"
"rudder","","","","concept","Rudder","","http://www.wikidata.org/entity/Q209760","https://p-lod.org/id/rudder"
"runner","","","","concept","Runner","","http://www.wikidata.org/entity/Q14616728","https://p-lod.org/id/runner"
"sacred_object","","","","concept","","","","https://p-lod.org/id/sacred_object"
"sandal","","","","concept","Sandal","","","https://p-lod.org/id/sandal"
"sangarios","","","","concept","Sangarios","","","https://p-lod.org/id/sangarios"
"sangaritide","","","","concept","Sangaritide","","","https://p-lod.org/id/sangaritide"
"sappho","","poet","","concept","Sappho","","","https://p-lod.org/id/sappho"
"sarcophagus","","","","concept","Sarcophagus","","http://www.wikidata.org/entity/Q48634","https://p-lod.org/id/sarcophagus"
"sarnus","","roman_deity","","concept","Sarnus","","","https://p-lod.org/id/sarnus"
"saturn","","roman_deity","","concept","Saturn","","","https://p-lod.org/id/saturn"
"satyr","","mythological_creature","","concept","Satyr","","http://www.wikidata.org/entity/Q163709","https://p-lod.org/id/satyr"
"sausage","","food","","concept","Sausage","","http://www.wikidata.org/entity/Q131419","https://p-lod.org/id/sausage"
"scales","","","","concept","Scales","","http://www.wikidata.org/entity/Q5454574","https://p-lod.org/id/scales"
"scendiletto_(bedside_rug)","","","","concept","Scendiletto (bedside rug)","","http://www.wikidata.org/entity/Q1989643","https://p-lod.org/id/scendiletto_(bedside_rug)"
"scepter","","","","concept","Scepter","","http://www.wikidata.org/entity/Q152065","https://p-lod.org/id/scepter"
"schola","","","","concept","Schola","","","https://p-lod.org/id/schola"
"scroll","","","","concept","Scroll","","","https://p-lod.org/id/scroll"
"sculpture","","","","concept","Sculpture","","http://www.wikidata.org/entity/Q860861","https://p-lod.org/id/sculpture"
"sea","","","","concept","Sea","","","https://p-lod.org/id/sea"
"sea-_monster","","","","concept","","","","https://p-lod.org/id/sea-_monster"
"sea-centaur","","","","concept","Sea-centaur","","http://www.wikidata.org/entity/Q723865","https://p-lod.org/id/sea-centaur"
"sea-griffin","","","","concept","Sea griffin","","","https://p-lod.org/id/sea-griffin"
"sea-monster","","","","concept","","","","https://p-lod.org/id/sea-monster"
"sea_battle","","","","concept","Sea battle","","","https://p-lod.org/id/sea_battle"
"sea_bull","","","","concept","Sea bull","","http://www.wikidata.org/entity/Q17033987","https://p-lod.org/id/sea_bull"
"sea_monster","","","","concept","Sea monster","","http://www.wikidata.org/entity/Q920028","https://p-lod.org/id/sea_monster"
"seahorse","","","","concept","Seahorse","","http://www.wikidata.org/entity/Q74363","https://p-lod.org/id/seahorse"
"seal","","","","concept","","","","https://p-lod.org/id/seal"
"seascape","","","","concept","Seascape","","","https://p-lod.org/id/seascape"
"seashell","","","","concept","Seashell","","http://www.wikidata.org/entity/Q213096","https://p-lod.org/id/seashell"
"season","","","","concept","Season","","","https://p-lod.org/id/season"
"selene","","deity","","concept","Selene","","http://www.wikidata.org/entity/Q131585","https://p-lod.org/id/selene"
"seller","","","","concept","Seller","","http://www.wikidata.org/entity/Q1762621","https://p-lod.org/id/seller"
"semi-aediculum","","","","concept","Semi-aediculum","","http://www.wikidata.org/entity/Q507286","https://p-lod.org/id/semi-aediculum"
"semi-dome","","","","concept","Semi-dome","","","https://p-lod.org/id/semi-dome"
"semicircle","","","","concept","Semicircle","","http://www.wikidata.org/entity/Q1133242","https://p-lod.org/id/semicircle"
"serapis","","egyptian_deity","","concept","Serapis","","http://www.wikidata.org/entity/Q214554","https://p-lod.org/id/serapis"
"serpent","","animal","","concept","Serpent","","http://www.wikidata.org/entity/Q2102","https://p-lod.org/id/serpent"
"sheep","","animal","","concept","Sheep","","","https://p-lod.org/id/sheep"
"sheet","","","","concept","Sheet","","http://www.wikidata.org/entity/Q391788","https://p-lod.org/id/sheet"
"shelf","","","","concept","Shelf","","http://www.wikidata.org/entity/Q2637814","https://p-lod.org/id/shelf"
"shell","","","","concept","Shell","","http://www.wikidata.org/entity/Q224038","https://p-lod.org/id/shell"
"shellfish","","animal","","concept","Shellfish","","","https://p-lod.org/id/shellfish"
"shepherd","","generic_human_figure","","concept","Shepherd","","","https://p-lod.org/id/shepherd"
"shepherd's_crook","","","","concept","","","","https://p-lod.org/id/shepherd's_crook"
"shield","","","","concept","Shield","","http://www.wikidata.org/entity/Q131559","https://p-lod.org/id/shield"
"ship's_prow","","","","concept","","","","https://p-lod.org/id/ship's_prow"
"ships'_prow","","","","concept","","","","https://p-lod.org/id/ships'_prow"
"ships'_rudder","","","","concept","","","","https://p-lod.org/id/ships'_rudder"
"ships_prow","","","","concept","Ship's prow","","http://www.wikidata.org/entity/Q4814120","https://p-lod.org/id/ships_prow"
"ships_rudder","","","","concept","Ship's rudder","","http://www.wikidata.org/entity/Q209760","https://p-lod.org/id/ships_rudder"
"shoe","","","","concept","Shoe","","http://www.wikidata.org/entity/Q22676","https://p-lod.org/id/shoe"
"shrimp","","animal","","concept","Shrimp","","http://www.wikidata.org/entity/Q1517781","https://p-lod.org/id/shrimp"
"shrubs","","plant","","concept","Shrubs","","","https://p-lod.org/id/shrubs"
"sickle","","","","concept","Sickle","","","https://p-lod.org/id/sickle"
"silenus","","mythological_creature","","concept","Silenus","","http://www.wikidata.org/entity/Q464091","https://p-lod.org/id/silenus"
"siren","","mythological_creature","","concept","Siren","","http://www.wikidata.org/entity/Q150986","https://p-lod.org/id/siren"
"siringa","","","","concept","Siringa","","","https://p-lod.org/id/siringa"
"sistrum","","musical_instrument","","concept","Sistrum","","http://www.wikidata.org/entity/Q426948","https://p-lod.org/id/sistrum"
"situla","","","","concept","Situla","","","https://p-lod.org/id/situla"
"skeleton","","","","concept","Skeleton","","http://www.wikidata.org/entity/Q7881","https://p-lod.org/id/skeleton"
"skewer","","","","concept","Skewer","","","https://p-lod.org/id/skewer"
"skyphos","","","","concept","Skyphos","","","https://p-lod.org/id/skyphos"
"skyros","","","","concept","Skyros","","http://www.wikidata.org/entity/Q208566","https://p-lod.org/id/skyros"
"small_slope","","","","concept","Small slope","","","https://p-lod.org/id/small_slope"
"snail","","animal","","concept","Snail","","http://www.wikidata.org/entity/Q308841","https://p-lod.org/id/snail"
"snake","luna_img_PALP_41174","animal","","concept","Snake","","http://www.wikidata.org/entity/Q2102","https://p-lod.org/id/snake"
"socle","","","","concept","Socle","","http://www.wikidata.org/entity/Q2302116","https://p-lod.org/id/socle"
"socrates","","philosopher","","concept","Socrates","","http://www.wikidata.org/entity/Q913","https://p-lod.org/id/socrates"
"soldier","","generic_human_figure","","concept","Soldier","","http://www.wikidata.org/entity/Q4991371","https://p-lod.org/id/soldier"
"spear","","weapon","","concept","Spear","","http://www.wikidata.org/entity/Q44475","https://p-lod.org/id/spear"
"spearhead","","weapon","","concept","Spearhead","","http://www.wikidata.org/entity/Q29477178","https://p-lod.org/id/spearhead"
"spes","","roman_deity","","concept","Spes","","http://www.wikidata.org/entity/Q1482478","https://p-lod.org/id/spes"
"sphinx","","mythological_creature","","concept","Sphinx","","http://www.wikidata.org/entity/Q151480","https://p-lod.org/id/sphinx"
"spindle","","","","concept","Spindle","","","https://p-lod.org/id/spindle"
"spiral","","","","concept","Spiral","","http://www.wikidata.org/entity/Q189114","https://p-lod.org/id/spiral"
"spit","","","","concept","Spit","","","https://p-lod.org/id/spit"
"spring","","","","concept","Spring","","","https://p-lod.org/id/spring"
"square","","","","concept","Square","","http://www.wikidata.org/entity/Q164","https://p-lod.org/id/square"
"stable","","architecture","","concept","Stable","","http://www.wikidata.org/entity/Q214252","https://p-lod.org/id/stable"
"staff","","","","concept","Staff","","","https://p-lod.org/id/staff"
"stag","","animal","","concept","Stag","","http://www.wikidata.org/entity/Q685795","https://p-lod.org/id/stag"
"stage","","architecture","","concept","Stage","","http://www.wikidata.org/entity/Q194428","https://p-lod.org/id/stage"
"stairs","","architecture","","concept","Stairs","","http://www.wikidata.org/entity/Q12511","https://p-lod.org/id/stairs"
"stairway","","architecture","","concept","Stairway","","http://www.wikidata.org/entity/Q12511","https://p-lod.org/id/stairway"
"staple","","","","concept","Staple","","","https://p-lod.org/id/staple"
"star","","","","concept","Star","","","https://p-lod.org/id/star"
"stars","","","","concept","Stars","","","https://p-lod.org/id/stars"
"statue","","","","concept","Statue","","http://www.wikidata.org/entity/Q179700","https://p-lod.org/id/statue"
"stem","","","","concept","Stem","","http://www.wikidata.org/entity/Q134267","https://p-lod.org/id/stem"
"stenebeia","","mythological_figure","","concept","Stenebeia","","http://www.wikidata.org/entity/Q368423","https://p-lod.org/id/stenebeia"
"stheneboea","","","","concept","Stheneboea","","","https://p-lod.org/id/stheneboea"
"still-life","","","","concept","Still-life","","","https://p-lod.org/id/still-life"
"stolla","","","","concept","Stolla","","","https://p-lod.org/id/stolla"
"stool","","furniture","","concept","Stool","","","https://p-lod.org/id/stool"
"stork","","bird","","concept","Stork","","http://www.wikidata.org/entity/Q28507","https://p-lod.org/id/stork"
"strigil","","","","concept","Strigil","","http://www.wikidata.org/entity/Q282837","https://p-lod.org/id/strigil"
"string","","","","concept","String","","","https://p-lod.org/id/string"
"string_course","","","","concept","String course","","","https://p-lod.org/id/string_course"
"string_course_block","","","","concept","String course block","","","https://p-lod.org/id/string_course_block"
"stripe","","","","concept","Stripe","","http://www.wikidata.org/entity/Q3421342","https://p-lod.org/id/stripe"
"stucco","","","","concept","Stucco","","http://www.wikidata.org/entity/Q33526","https://p-lod.org/id/stucco"
"stylobate","","","","concept","Stylobate","","http://www.wikidata.org/entity/Q465110","https://p-lod.org/id/stylobate"
"stylopinakion","","","","concept","Stylopinakion","","","https://p-lod.org/id/stylopinakion"
"stylus","","","","concept","Stylus","","","https://p-lod.org/id/stylus"
"successus","","","","concept","Successus","","","https://p-lod.org/id/successus"
"summer","","","","concept","Summer","","","https://p-lod.org/id/summer"
"sun","","celestial_body","","concept","Sun","","","https://p-lod.org/id/sun"
"swallow","","bird","","concept","Swallow","","http://www.wikidata.org/entity/Q1401371","https://p-lod.org/id/swallow"
"swan","","bird","","concept","Swan","","http://www.wikidata.org/entity/Q34384","https://p-lod.org/id/swan"
"swastika","","","","concept","Swastika","","http://www.wikidata.org/entity/Q45513","https://p-lod.org/id/swastika"
"sword","","weapon","","concept","Sword","","","https://p-lod.org/id/sword"
"syringe","","","","concept","","","","https://p-lod.org/id/syringe"
"table","","","","concept","Table","","http://www.wikidata.org/entity/Q14748","https://p-lod.org/id/table"
"tablet","","","","concept","Tablet","","","https://p-lod.org/id/tablet"
"tabula_ansata","","","","concept","Tabula ansata","","http://www.wikidata.org/entity/Q1238297","https://p-lod.org/id/tabula_ansata"
"tambourine","","musical_instrument","","concept","Tambourine","","http://www.wikidata.org/entity/Q193666","https://p-lod.org/id/tambourine"
"tank","","","","concept","Tank","","http://www.wikidata.org/entity/Q1756525","https://p-lod.org/id/tank"
"tapestry","","","","concept","","","","https://p-lod.org/id/tapestry"
"tapestry_motif","","","","concept","","","","https://p-lod.org/id/tapestry_motif"
"tapeworm","","","","concept","Tapeworm","","","https://p-lod.org/id/tapeworm"
"teardrop","","","","concept","Teardrop","","http://www.wikidata.org/entity/Q185789","https://p-lod.org/id/teardrop"
"telamon","","","","concept","Telamon","","","https://p-lod.org/id/telamon"
"telamone","","","","concept","Telamone","","http://www.wikidata.org/entity/Q756079","https://p-lod.org/id/telamone"
"telephus","","mythological_figure","","concept","Telephus","","http://www.wikidata.org/entity/Q916442","https://p-lod.org/id/telephus"
"telmo","","","","concept","","","","https://p-lod.org/id/telmo"
"temple","","architecture","","concept","Temple","","http://www.wikidata.org/entity/Q44539","https://p-lod.org/id/temple"
"tendril","","","","concept","Tendril","","http://www.wikidata.org/entity/Q165859","https://p-lod.org/id/tendril"
"tent","","","","concept","Tent","","","https://p-lod.org/id/tent"
"terpsichore","","muse","","concept","Terpsichore","","http://www.wikidata.org/entity/Q104042","https://p-lod.org/id/terpsichore"
"terra","","","","concept","","","","https://p-lod.org/id/terra"
"tessellation","","","","concept","Tessellation","","http://www.wikidata.org/entity/Q214856","https://p-lod.org/id/tessellation"
"tetrapylon","","","","concept","Tetrapylon","","http://www.wikidata.org/entity/Q492255","https://p-lod.org/id/tetrapylon"
"thalia","","muse","","concept","Thalia","","http://www.wikidata.org/entity/Q108019","https://p-lod.org/id/thalia"
"theseus","luna_imgs_PALP_50065","mythological_figure","","concept","Theseus","","http://www.wikidata.org/entity/Q1320718","https://p-lod.org/id/theseus"
"thetis","","mythological_figure","","concept","Thetis","","http://www.wikidata.org/entity/Q184437","https://p-lod.org/id/thetis"
"thisbe","","mythological_figure","","concept","Thisbe","","http://www.wikidata.org/entity/Q10696861","https://p-lod.org/id/thisbe"
"thoas","luna_img_PALP_57771","mythological_figure","Thoas, King of Tauris, shares a name with Thoas, King of Lemnos. The Taurian Thoas is depicted at Pompeii.","concept","Thoas, King of Tauris","","http://www.wikidata.org/entity/Q1246185","https://p-lod.org/id/thoas"
"thoas_lemnian","","mythological_figure","Thoas, King of Lemnos, shares a name with Thoas, King of Tauris. The Lemnian Thoas is not currently recorded as being depicted at Pompeii.","concept","Thoas, King of Lemnos","","https://www.wikidata.org/wiki/Q1230535","https://p-lod.org/id/thoas_lemnian"
"tholos","","architecture","","concept","Tholos","","","https://p-lod.org/id/tholos"
"thoth","","egyptian_deity","","concept","Thoth","","http://www.wikidata.org/entity/Q146921","https://p-lod.org/id/thoth"
