"id","best-image","broader","description","type","label","manto-url","wikidata-url","url"
"eel","","animal","","concept","Eel","","http://www.wikidata.org/entity/Q128685","https://p-lod.org/id/eel"
"egg","","","","concept","Egg","","","https://p-lod.org/id/egg"
"egg_and_dart","","","","concept","Egg and dart","","http://www.wikidata.org/entity/Q2458802","https://p-lod.org/id/egg_and_dart"
"egyptian","","","","concept","Egyptian","","","https://p-lod.org/id/egyptian"
"egyptian_deity","","deity","","concept","Egyptian deity","","http://www.wikidata.org/entity/Q146083","https://p-lod.org/id/egyptian_deity"
"elephant","","animal","","concept","Elephant","","http://www.wikidata.org/entity/Q7378","https://p-lod.org/id/elephant"
"ellipse","","","","concept","","","","https://p-lod.org/id/ellipse"
"emblem","","","","concept","Emblem","","http://www.wikidata.org/entity/Q112110","https://p-lod.org/id/emblem"
"emblema","","","","concept","Emblema","","http://www.wikidata.org/entity/Q86048537","https://p-lod.org/id/emblema"
"endymion","","mythological_figure","","concept","Endymion","","http://www.wikidata.org/entity/Q272047","https://p-lod.org/id/endymion"
"entablature","","","","concept","Entablature","","http://www.wikidata.org/entity/Q187459","https://p-lod.org/id/entablature"
"entrance","","","","concept","","","","https://p-lod.org/id/entrance"
"epistyle","","","","concept","Epistyle","","http://www.wikidata.org/entity/Q183448","https://p-lod.org/id/epistyle"
"epithymia","","","","concept","Epithymia","","","https://p-lod.org/id/epithymia"
"eros","","deity","","concept","Eros","","http://www.wikidata.org/entity/Q121973","https://p-lod.org/id/eros"
"erotic_scene","","","","concept","Erotic scene","","","https://p-lod.org/id/erotic_scene"
"eteocles","","mythological_figure","","concept","Eteocles","","http://www.wikidata.org/entity/Q506550","https://p-lod.org/id/eteocles"
"europa","","mythological_figure","","concept","Europa","","http://www.wikidata.org/entity/Q165170","https://p-lod.org/id/europa"
"euterpe","","muse","","concept","Euterpe","","http://www.wikidata.org/entity/Q104012","https://p-lod.org/id/euterpe"
"facade","","","","concept","Facade","","http://www.wikidata.org/entity/Q183061","https://p-lod.org/id/facade"
"fan","","","","concept","Fan","","","https://p-lod.org/id/fan"
"farmer","","generic_human_figure","","concept","Farmer","","http://www.wikidata.org/entity/Q131512","https://p-lod.org/id/farmer"
"faun","","mythological_creature","","concept","Faun","","http://www.wikidata.org/entity/Q223194","https://p-lod.org/id/faun"
"feather","","","","concept","Feather","","","https://p-lod.org/id/feather"
"fence","","","","concept","Fence","","http://www.wikidata.org/entity/Q148571","https://p-lod.org/id/fence"
"ferculum","","vehicle","","concept","Ferculum","","","https://p-lod.org/id/ferculum"
"fern","","plant","","concept","Fern","","http://www.wikidata.org/entity/Q80005","https://p-lod.org/id/fern"
"fig","","fruit","","concept","Fig","","http://www.wikidata.org/entity/Q2746643","https://p-lod.org/id/fig"
"figural_scene","","","","concept","Figural scene","","","https://p-lod.org/id/figural_scene"
"figure","","","","concept","Figure","","http://www.wikidata.org/entity/Q29527347","https://p-lod.org/id/figure"
"fire","","","","concept","Fire","","http://www.wikidata.org/entity/Q3196","https://p-lod.org/id/fire"
"fish","","animal","","concept","Fish","","http://www.wikidata.org/entity/Q152","https://p-lod.org/id/fish"
"fisherman","","generic_human_figure","","concept","Fisherman","","http://www.wikidata.org/entity/Q331432","https://p-lod.org/id/fisherman"
"flecked","","","","concept","Flecked","","http://www.wikidata.org/entity/Q2429962","https://p-lod.org/id/flecked"
"floor_tile","","","","concept","Floor tile","","http://www.wikidata.org/entity/Q17455039","https://p-lod.org/id/floor_tile"
"flooring","","","","concept","Flooring","","http://www.wikidata.org/entity/Q1433006","https://p-lod.org/id/flooring"
"floral_candelabra","","","","concept","Floral candelabra","","","https://p-lod.org/id/floral_candelabra"
"flower","","plant","","concept","Flower","","http://www.wikidata.org/entity/Q506","https://p-lod.org/id/flower"
"flute","","musical_instrument","","concept","Flute","","http://www.wikidata.org/entity/Q11405","https://p-lod.org/id/flute"
"flutting","","","","concept","Flutting","","","https://p-lod.org/id/flutting"
"flying","","","","concept","Flying","","","https://p-lod.org/id/flying"
"food","","","","concept","Food","","http://www.wikidata.org/entity/Q2095","https://p-lod.org/id/food"
"footstool","","furniture","","concept","Footstool","","","https://p-lod.org/id/footstool"
"foreground","","","","concept","Foreground","","http://www.wikidata.org/entity/Q2533752","https://p-lod.org/id/foreground"
"fortification","","architecture","","concept","Fortification","","http://www.wikidata.org/entity/Q57821","https://p-lod.org/id/fortification"
"fortuna","","","","concept","Fortuna","","","https://p-lod.org/id/fortuna"
"fountain","","architecture","","concept","Fountain","","http://www.wikidata.org/entity/Q483453","https://p-lod.org/id/fountain"
"fountain_of_pirene","","architecture","","concept","Fountain of Pirene (Corinth)","","http://www.wikidata.org/entity/Q3389191","https://p-lod.org/id/fountain_of_pirene"
"fox","","animal","","concept","Fox","","http://www.wikidata.org/entity/Q185194","https://p-lod.org/id/fox"
"frame","","","","concept","Frame","","http://www.wikidata.org/entity/Q860792","https://p-lod.org/id/frame"
"fresco","","","","concept","Fresco","","http://www.wikidata.org/entity/Q22669139","https://p-lod.org/id/fresco"
"frieze","","","","concept","Frieze","","http://www.wikidata.org/entity/Q183272","https://p-lod.org/id/frieze"
"fritillus","","","","concept","","","","https://p-lod.org/id/fritillus"
"frog","","animal","","concept","Frog","","http://www.wikidata.org/entity/Q3116510","https://p-lod.org/id/frog"
"front_porch","","","","concept","Front porch","","http://www.wikidata.org/entity/Q816741","https://p-lod.org/id/front_porch"
"fruit","","plant","","concept","Fruit","","http://www.wikidata.org/entity/Q3314483","https://p-lod.org/id/fruit"
"fullonica","","","","concept","Fullonica","","","https://p-lod.org/id/fullonica"
"funeral_pyre","","","","concept","Funeral pyre","","http://www.wikidata.org/entity/Q736132","https://p-lod.org/id/funeral_pyre"
"gable","","","","concept","Gable","","http://www.wikidata.org/entity/Q1161370","https://p-lod.org/id/gable"
"galatea","","","","concept","Galatea","","","https://p-lod.org/id/galatea"
"galateia","","mythological_figure","","concept","Galateia","","http://www.wikidata.org/entity/Q241070","https://p-lod.org/id/galateia"
"ganymede","","mythological_figure","","concept","Ganymede","","http://www.wikidata.org/entity/Q131588","https://p-lod.org/id/ganymede"
"garden","","","","concept","Garden","","http://www.wikidata.org/entity/Q1107656","https://p-lod.org/id/garden"
"garland","","","","concept","Garland","","http://www.wikidata.org/entity/Q756600","https://p-lod.org/id/garland"
"garland__crown","","","","concept","","","","https://p-lod.org/id/garland__crown"
"garland__frame","","","","concept","","","","https://p-lod.org/id/garland__frame"
"gate","","architecture","","concept","Gate","","http://www.wikidata.org/entity/Q53060","https://p-lod.org/id/gate"
"gazebo","","architecture","","concept","Gazebo","","http://www.wikidata.org/entity/Q961082","https://p-lod.org/id/gazebo"
"gazelle","","animal","","concept","Gazelle","","","https://p-lod.org/id/gazelle"
"gem","","","","concept","Gem","","http://www.wikidata.org/entity/Q83437","https://p-lod.org/id/gem"
"generic_human_figure","","","","concept","Generic Human Figure","","","https://p-lod.org/id/generic_human_figure"
"genius","","","","concept","Genius","","","https://p-lod.org/id/genius"
"geometric","","","","concept","Geometric","","http://www.wikidata.org/entity/Q43114389","https://p-lod.org/id/geometric"
"gift_of_fruit","","","","concept","Gift of fruit","","","https://p-lod.org/id/gift_of_fruit"
"gladiator","","generic_human_figure","","concept","Gladiator","","http://www.wikidata.org/entity/Q482999","https://p-lod.org/id/gladiator"
"glass","","","","concept","Glass","","http://www.wikidata.org/entity/Q11469","https://p-lod.org/id/glass"
"globe","","","","concept","Globe","","http://www.wikidata.org/entity/Q133792","https://p-lod.org/id/globe"
"goat","","animal","","concept","Goat","","http://www.wikidata.org/entity/Q2934","https://p-lod.org/id/goat"
"god","","","","concept","","","","https://p-lod.org/id/god"
"goose","","","","concept","Goose","","","https://p-lod.org/id/goose"
"gorgon","","mythological_creature","","concept","Gorgon","","http://www.wikidata.org/entity/Q102059","https://p-lod.org/id/gorgon"
"grace","","","","concept","Grace","","","https://p-lod.org/id/grace"
"graffito","","","","concept","Graffito","","","https://p-lod.org/id/graffito"
"grape","","","","concept","Grape","","http://www.wikidata.org/entity/Q10978","https://p-lod.org/id/grape"
"grapes","","","","concept","Grapes","","","https://p-lod.org/id/grapes"
"grass","","plant","","concept","Grass","","http://www.wikidata.org/entity/Q643352","https://p-lod.org/id/grass"
"grasshopper","","insect","","concept","Grasshopper","","http://www.wikidata.org/entity/Q18398431","https://p-lod.org/id/grasshopper"
"greave","","","","concept","Greave","","","https://p-lod.org/id/greave"
"greek","","","","concept","Greek","","","https://p-lod.org/id/greek"
"grenade","","","","concept","","","","https://p-lod.org/id/grenade"
"grid_iron","","","","concept","Grid iron","","","https://p-lod.org/id/grid_iron"
"griffin","","mythological_creature","","concept","Griffin","","http://www.wikidata.org/entity/Q130223","https://p-lod.org/id/griffin"
"grooves","","","","concept","","","","https://p-lod.org/id/grooves"
"grotesque","","","","concept","Grotesque","","http://www.wikidata.org/entity/Q218248","https://p-lod.org/id/grotesque"
"guilloche","","","","concept","Guilloche","","http://www.wikidata.org/entity/Q55416098","https://p-lod.org/id/guilloche"
"guinea_hen","","bird","","concept","Guinea hen","","http://www.wikidata.org/entity/Q171953","https://p-lod.org/id/guinea_hen"
"gymnasium","","architecture","","concept","Gymnasium","","http://www.wikidata.org/entity/Q504400","https://p-lod.org/id/gymnasium"
"ham","","","","concept","Ham","","http://www.wikidata.org/entity/Q170486","https://p-lod.org/id/ham"
"hammer","","","","concept","Hammer","","http://www.wikidata.org/entity/Q25294","https://p-lod.org/id/hammer"
"handle","","","","concept","","","","https://p-lod.org/id/handle"
"hare","","animal","","concept","Hare","","http://www.wikidata.org/entity/Q46076","https://p-lod.org/id/hare"
"harp","","musical_instrument","","concept","Harp","","http://www.wikidata.org/entity/Q47369","https://p-lod.org/id/harp"
"harpocrates","","egyptian_deity","","concept","Harpocrates","","http://www.wikidata.org/entity/Q787492","https://p-lod.org/id/harpocrates"
"hat","","","","concept","Hat","","","https://p-lod.org/id/hat"
"hawk","","bird","","concept","Hawk","","","https://p-lod.org/id/hawk"
"head","","","","concept","Head","","","https://p-lod.org/id/head"
"heart","","","","concept","","","","https://p-lod.org/id/heart"
"hector","","mythological_figure","","concept","Hector","","http://www.wikidata.org/entity/Q159666","https://p-lod.org/id/hector"
"hekate","","","","concept","Hekate","","","https://p-lod.org/id/hekate"
"held_by","","","","concept","Held by","","","https://p-lod.org/id/held_by"
"helen","","mythological_figure","","concept","Helen","","http://www.wikidata.org/entity/Q164061","https://p-lod.org/id/helen"
"helenus","","mythological_figure","","concept","Helenus","","http://www.wikidata.org/entity/Q729332","https://p-lod.org/id/helenus"
"helios","","","","concept","Helios","","","https://p-lod.org/id/helios"
"helle","","","","concept","","","","https://p-lod.org/id/helle"
"hellenistic_rosette","","","","concept","Hellenistic rosette","","http://www.wikidata.org/entity/Q1277215","https://p-lod.org/id/hellenistic_rosette"
"helmet","","","","concept","Helmet","","http://www.wikidata.org/entity/Q173603","https://p-lod.org/id/helmet"
"hephaestus","","olympian_deity","","concept","Hephaestus","","http://www.wikidata.org/entity/Q44384","https://p-lod.org/id/hephaestus"
"hera","","olympian_deity","","concept","Hera","","http://www.wikidata.org/entity/Q38012","https://p-lod.org/id/hera"
"herb","","plant","","concept","Herb","","http://www.wikidata.org/entity/Q207123","https://p-lod.org/id/herb"
"hercules","","deity","","concept","Hercules","","http://www.wikidata.org/entity/Q122248","https://p-lod.org/id/hercules"
"herm","","","","concept","Herm","","http://www.wikidata.org/entity/Q376693","https://p-lod.org/id/herm"
"hermaphrodite","","","","concept","Hermaphrodite","","","https://p-lod.org/id/hermaphrodite"
"hermes","","olympian_deity","","concept","Hermes","","http://www.wikidata.org/entity/Q41484","https://p-lod.org/id/hermes"
"hero","","mythological_figure","","concept","Hero","","http://www.wikidata.org/entity/Q19776360","https://p-lod.org/id/hero"
"heron","","bird","","concept","Heron","","http://www.wikidata.org/entity/Q3259077","https://p-lod.org/id/heron"
"hesione","","mythological_figure","","concept","Hesione","","http://www.wikidata.org/entity/Q4137657","https://p-lod.org/id/hesione"
"hesperis","","mythological_figure","","concept","Hesperis","","http://www.wikidata.org/entity/Q3134740","https://p-lod.org/id/hesperis"
"hesperus","","mythological_figure","","concept","Hesperus","","http://www.wikidata.org/entity/Q59697","https://p-lod.org/id/hesperus"
"hestia","","olympian_deity","","concept","Hestia","","http://www.wikidata.org/entity/Q41419","https://p-lod.org/id/hestia"
"hexagon","","","","concept","Hexagon","","http://www.wikidata.org/entity/Q83043","https://p-lod.org/id/hexagon"
"hinge","","","","concept","Hinge","","http://www.wikidata.org/entity/Q244330","https://p-lod.org/id/hinge"
"hippocamp","","mythological_creature","","concept","Hippocamp","","http://www.wikidata.org/entity/Q816795","https://p-lod.org/id/hippocamp"
"hippodamia","","mythological_figure","","concept","Hippodamia","","http://www.wikidata.org/entity/Q328354","https://p-lod.org/id/hippodamia"
"hippolyte","","","","concept","Hippolyte","","","https://p-lod.org/id/hippolyte"
"hippolytus","","","","concept","Hippolytus","","","https://p-lod.org/id/hippolytus"
"hippopotamus","","animal","","concept","Hippopotamus","","http://www.wikidata.org/entity/Q7378","https://p-lod.org/id/hippopotamus"
"hole","","","","concept","","","","https://p-lod.org/id/hole"
"homer","","poet","","concept","Homer","","","https://p-lod.org/id/homer"
"hook","","","","concept","Hook","","","https://p-lod.org/id/hook"
"hoop","","","","concept","Hoop","","","https://p-lod.org/id/hoop"
"horn","","","","concept","","","","https://p-lod.org/id/horn"
"horse","","animal","","concept","Horse","","http://www.wikidata.org/entity/Q726","https://p-lod.org/id/horse"
"horseshoe","","","","concept","","","","https://p-lod.org/id/horseshoe"
"hortus_conclusus","","","","concept","","","","https://p-lod.org/id/hortus_conclusus"
"hourglass","","","","concept","Hourglass","","http://www.wikidata.org/entity/Q179904","https://p-lod.org/id/hourglass"
"hunter","","generic_human_figure","","concept","Hunter","","","https://p-lod.org/id/hunter"
"hylas","","","","concept","Hylas","","","https://p-lod.org/id/hylas"
"hyllus","","","","concept","Hyllus","","","https://p-lod.org/id/hyllus"
"hymenaios","","","","concept","Hymenaios","","","https://p-lod.org/id/hymenaios"
"hypnos","","deity","","concept","Hypnos","","","https://p-lod.org/id/hypnos"
"ibis","","bird","","concept","Ibis","","","https://p-lod.org/id/ibis"
"icarus","","mythological_figure","","concept","Icarus","","","https://p-lod.org/id/icarus"
"ichneumon","","animal","","concept","Ichneumon or Egyptian mongoose","","http://www.wikidata.org/entity/Q649306","https://p-lod.org/id/ichneumon"
"ilione","","","","concept","Ilione","","","https://p-lod.org/id/ilione"
"impluvium","","architecture","","concept","Impluvium","","http://www.wikidata.org/entity/Q1117244","https://p-lod.org/id/impluvium"
"insect","","animal","","concept","Insect","","","https://p-lod.org/id/insect"
"intercolumniation","","","","concept","Intercolumniation","","http://www.wikidata.org/entity/Q1364172","https://p-lod.org/id/intercolumniation"
"io","","mythological_figure","","concept","Io","","http://www.wikidata.org/entity/Q179014","https://p-lod.org/id/io"
"iphicles","","mythological_figure","","concept","Iphicles","","http://www.wikidata.org/entity/Q738862","https://p-lod.org/id/iphicles"
"iphigenia","","mythological_figure","","concept","Iphigenia","","http://www.wikidata.org/entity/Q192673","https://p-lod.org/id/iphigenia"
"iris","","deity","","concept","Iris","","http://www.wikidata.org/entity/Q184570","https://p-lod.org/id/iris"
"iron_nail","","","","concept","Iron","","http://www.wikidata.org/entity/Q37077","https://p-lod.org/id/iron_nail"
"isis","luna_img_PALP_11913","egyptian_deity","","concept","Isis","","http://www.wikidata.org/entity/Q79876","https://p-lod.org/id/isis"
"isis-fortuna","","","","concept","","","","https://p-lod.org/id/isis-fortuna"
"isodomic_block","","","","concept","Isodomic block","","","https://p-lod.org/id/isodomic_block"
"ivy","","plant","","concept","Ivy","","http://www.wikidata.org/entity/Q26354","https://p-lod.org/id/ivy"
"jackal","","animal","","concept","Jackal","","http://www.wikidata.org/entity/Q125525","https://p-lod.org/id/jackal"
"jar","","","","concept","Jar","","http://www.wikidata.org/entity/Q1207302","https://p-lod.org/id/jar"
"jason","","mythological_figure","","concept","Jason","","http://www.wikidata.org/entity/Q176758","https://p-lod.org/id/jason"
"jay","","bird","","concept","Jay","","http://www.wikidata.org/entity/Q25354","https://p-lod.org/id/jay"
"jellyfish","","animal","","concept","Jellyfish","","http://www.wikidata.org/entity/Q30178","https://p-lod.org/id/jellyfish"
"jetty","","architecture","","concept","Jetty","","http://www.wikidata.org/entity/Q3082251","https://p-lod.org/id/jetty"
"jewel","","","","concept","Jewel","","","https://p-lod.org/id/jewel"
"jug","","","","concept","Jug","","http://www.wikidata.org/entity/Q2413314","https://p-lod.org/id/jug"
"juno","","roman_deity","","concept","Juno","","http://www.wikidata.org/entity/Q125046","https://p-lod.org/id/juno"
"jupiter","","roman_deity","","concept","Jupiter","","http://www.wikidata.org/entity/Q4649","https://p-lod.org/id/jupiter"
"kantharos","","","","concept","Kantharos","","","https://p-lod.org/id/kantharos"
"ketos_(sea-serpent)","","","","concept","Ketos (sea-serpent)","","http://www.wikidata.org/entity/Q3269950","https://p-lod.org/id/ketos_(sea-serpent)"
"key","","","","concept","Key","","","https://p-lod.org/id/key"
"knife","","","","concept","Knife","","https://www.wikidata.org/wiki/Q32489","https://p-lod.org/id/knife"
"knucklebones","","","","concept","Knucklebones","","http://www.wikidata.org/entity/Q20452","https://p-lod.org/id/knucklebones"
"labrum","","","","concept","Labrum","","http://www.wikidata.org/entity/Q6467643","https://p-lod.org/id/labrum"
"ladder","","","","concept","Ladder","","http://www.wikidata.org/entity/Q168639","https://p-lod.org/id/ladder"
"lamb","","animal","","concept","Lamb","","http://www.wikidata.org/entity/Q4575936","https://p-lod.org/id/lamb"
"lamp","","","","concept","Lamp","","","https://p-lod.org/id/lamp"
"lancet","","","","concept","Lancet","","","https://p-lod.org/id/lancet"
"landscape","","","","concept","Landscape","","","https://p-lod.org/id/landscape"
"laocoon","","mythological_figure","","concept","Laocoon","","http://www.wikidata.org/entity/Q22878","https://p-lod.org/id/laocoon"
"lapith","","","","concept","Lapith","","http://www.wikidata.org/entity/Q334794","https://p-lod.org/id/lapith"
"lararium","","architecture","","concept","Lararium","","http://www.wikidata.org/entity/Q1241286","https://p-lod.org/id/lararium"
"lare","","roman_deity","","concept","Lare","","http://www.wikidata.org/entity/Q504377","https://p-lod.org/id/lare"
"lark","","bird","","concept","Lark","","http://www.wikidata.org/entity/Q29858","https://p-lod.org/id/lark"
"latchkey","","","","concept","Latchkey","","http://www.wikidata.org/entity/Q132041","https://p-lod.org/id/latchkey"
"latrine","","architecture","","concept","Latrine","","","https://p-lod.org/id/latrine"
"lattice","","","","concept","Lattice","","http://www.wikidata.org/entity/Q1368562","https://p-lod.org/id/lattice"
"laurel","","plant","","concept","Laurel","","http://www.wikidata.org/entity/Q26006","https://p-lod.org/id/laurel"
"leaf","","plant","","concept","Leaf","","http://www.wikidata.org/entity/Q33971","https://p-lod.org/id/leaf"
"leander","","mythological_figure","","concept","Leander","","http://www.wikidata.org/entity/Q10316761","https://p-lod.org/id/leander"
"leda","","mythological_figure","","concept","Leda","","","https://p-lod.org/id/leda"
"lekythos","","vessel","","concept","Lekythos","","","https://p-lod.org/id/lekythos"
"lemon","","fruit","","concept","Lemon","","http://www.wikidata.org/entity/Q1093742","https://p-lod.org/id/lemon"
"leopard","","animal","","concept","Leopard","","","https://p-lod.org/id/leopard"
"limestone","","","","concept","Limestone","","http://www.wikidata.org/entity/Q23757","https://p-lod.org/id/limestone"
"line","","","","concept","","","","https://p-lod.org/id/line"
"lintel","","","","concept","Lintel","","http://www.wikidata.org/entity/Q1370517","https://p-lod.org/id/lintel"
"lion","","animal","","concept","Lion","","http://www.wikidata.org/entity/Q140","https://p-lod.org/id/lion"
"lion_skin","","","","concept","Lion skin","","","https://p-lod.org/id/lion_skin"
"lizard","","animal","","concept","Lizard","","http://www.wikidata.org/entity/Q15629245","https://p-lod.org/id/lizard"
"lo","","","","concept","","","","https://p-lod.org/id/lo"
"lobe","","","","concept","Lobe","","","https://p-lod.org/id/lobe"
"lobster","","animal","","concept","Lobster","","http://www.wikidata.org/entity/Q61864890","https://p-lod.org/id/lobster"
"lotus","","plant","","concept","Lotus","","http://www.wikidata.org/entity/Q16528","https://p-lod.org/id/lotus"
"lucifer","","mythological_figure","","concept","Lucifer","","","https://p-lod.org/id/lucifer"
"luna","","deity","","concept","Luna","","http://www.wikidata.org/entity/Q1235172","https://p-lod.org/id/luna"
"lunette","","","","concept","Lunette","","http://www.wikidata.org/entity/Q942787","https://p-lod.org/id/lunette"
"lycomedes","","mythological_figure","","concept","Lycomedes","","http://www.wikidata.org/entity/Q1330532","https://p-lod.org/id/lycomedes"
"lycurgus","","","","concept","Lycurgus","","","https://p-lod.org/id/lycurgus"
"lykos","","","","concept","","","","https://p-lod.org/id/lykos"
"lyre","","musical_instrument","","concept","Lyre","","http://www.wikidata.org/entity/Q201129","https://p-lod.org/id/lyre"
"maenad","","","","concept","Maenad","","http://www.wikidata.org/entity/Q209599","https://p-lod.org/id/maenad"
"magpie","","bird","","concept","Magpie","","http://www.wikidata.org/entity/Q25307","https://p-lod.org/id/magpie"
"man","","generic_human_figure","","concept","Man","","http://www.wikidata.org/entity/Q8441","https://p-lod.org/id/man"
"mantel","","","","concept","","","","https://p-lod.org/id/mantel"
"mantle","","","","concept","Mantle","","","https://p-lod.org/id/mantle"
"marble","","","","concept","Marble","","http://www.wikidata.org/entity/Q40861","https://p-lod.org/id/marble"
"marine_griffin","","","","concept","Marine griffin","","","https://p-lod.org/id/marine_griffin"
"mars","","roman_deity","","concept","Mars","","http://www.wikidata.org/entity/Q112","https://p-lod.org/id/mars"
"marsyas","","mythological_creature","","concept","Marsyas","","http://www.wikidata.org/entity/Q599737","https://p-lod.org/id/marsyas"
"mask","","","","concept","Mask","","http://www.wikidata.org/entity/Q161524","https://p-lod.org/id/mask"
"meander","","","","concept","Meander","","http://www.wikidata.org/entity/Q898879","https://p-lod.org/id/meander"
"meat","","","","concept","Meat","","","https://p-lod.org/id/meat"
"medallion","","","","concept","Medallion","","http://www.wikidata.org/entity/Q131647","https://p-lod.org/id/medallion"
"medea","","mythological_figure","","concept","Medea","","","https://p-lod.org/id/medea"
"medeia","","","","concept","","","","https://p-lod.org/id/medeia"
"medusa","","mythological_creature","","concept","Medusa","","http://www.wikidata.org/entity/Q160730","https://p-lod.org/id/medusa"
"megalographia","","","","concept","Megalographia","","","https://p-lod.org/id/megalographia"
"meleager","","","","concept","Meleager","","","https://p-lod.org/id/meleager"
"meleagros","","","","concept","Meleagros","","","https://p-lod.org/id/meleagros"
"melpomene","","","","concept","Melpomene","","","https://p-lod.org/id/melpomene"
"menelaus","","mythological_figure","","concept","Menelaus","","http://www.wikidata.org/entity/Q171839","https://p-lod.org/id/menelaus"
"mercury","","roman_deity","","concept","Mercury","","http://www.wikidata.org/entity/Q1150","https://p-lod.org/id/mercury"
"mermaid","","","","concept","Mermaid","","","https://p-lod.org/id/mermaid"
"mestra","","","","concept","Mestra","","","https://p-lod.org/id/mestra"
"metope","","architecture","","concept","Metope","","","https://p-lod.org/id/metope"
"micon","","","","concept","Micon","","","https://p-lod.org/id/micon"
"micone","","","","concept","Micone","","","https://p-lod.org/id/micone"
"midas","","mythological_figure","","concept","Midas","","http://www.wikidata.org/entity/Q308398","https://p-lod.org/id/midas"
"midwife","","generic_human_figure","","concept","Midwife","","http://www.wikidata.org/entity/Q185196","https://p-lod.org/id/midwife"
"minerva","","roman_deity","","concept","Minerva","","http://www.wikidata.org/entity/Q126916","https://p-lod.org/id/minerva"
"mini-panel","","","","concept","Mini-panel","","http://www.wikidata.org/entity/Q1348059","https://p-lod.org/id/mini-panel"
"minos","","mythological_figure","","concept","Minos","","http://www.wikidata.org/entity/Q23168","https://p-lod.org/id/minos"
"minotaur","","mythological_creature","","concept","Minotaur","","http://www.wikidata.org/entity/Q129866","https://p-lod.org/id/minotaur"
"mirror","","","","concept","Mirror","","http://www.wikidata.org/entity/Q35197","https://p-lod.org/id/mirror"
"modillion","","","","concept","Modillion","","http://www.wikidata.org/entity/Q980198","https://p-lod.org/id/modillion"
"modius","","","","concept","Modius","","","https://p-lod.org/id/modius"
"mollusc","","animal","","concept","Mollusc","","","https://p-lod.org/id/mollusc"
"mongoose","","animal","","concept","Mongoose","","http://www.wikidata.org/entity/Q80479","https://p-lod.org/id/mongoose"
"monkey","","animal","","concept","Monkey","","http://www.wikidata.org/entity/Q1367","https://p-lod.org/id/monkey"
"moon","","celestial_body","","concept","Moon","","http://www.wikidata.org/entity/Q405","https://p-lod.org/id/moon"
"mortar","","","","concept","Mortar","","http://www.wikidata.org/entity/Q189566","https://p-lod.org/id/mortar"
"mosaic","","","","concept","Mosaic","","http://www.wikidata.org/entity/Q133067","https://p-lod.org/id/mosaic"
"moulding","","","","concept","Moulding","","http://www.wikidata.org/entity/Q1770806","https://p-lod.org/id/moulding"
"mountain","","","","concept","Mountain","","","https://p-lod.org/id/mountain"
"mouse","","animal","","concept","Mouse","","","https://p-lod.org/id/mouse"
"mule","","animal","","concept","Mule","","","https://p-lod.org/id/mule"
"muse","","mythological_figure","","concept","Muse","","http://www.wikidata.org/entity/Q66016","https://p-lod.org/id/muse"
"musical_instrument","","","","concept","Musical instrument","","http://www.wikidata.org/entity/Q34379","https://p-lod.org/id/musical_instrument"
"musician","","generic_human_figure","","concept","Musician","","http://www.wikidata.org/entity/Q639669","https://p-lod.org/id/musician"
"myrtis","","poet","","concept","Myrtis","","http://www.wikidata.org/entity/Q3331640","https://p-lod.org/id/myrtis"
"mythological_creature","","","","concept","Mythological creature","","","https://p-lod.org/id/mythological_creature"
"mythological_figure","","","","concept","Mythological figure","","http://www.wikidata.org/entity/Q4271324","https://p-lod.org/id/mythological_figure"
"mythological_scene","","","","concept","Mythological scene","","","https://p-lod.org/id/mythological_scene"
"narcissus","","mythological_figure","","concept","Narcissus","","http://www.wikidata.org/entity/Q179256","https://p-lod.org/id/narcissus"
"nature","","","","concept","Nature","","http://www.wikidata.org/entity/Q7860","https://p-lod.org/id/nature"
"nebris","","clothing","","concept","Nebris","","http://www.wikidata.org/entity/Q1275155","https://p-lod.org/id/nebris"
"necklace","","","","concept","Necklace","","","https://p-lod.org/id/necklace"
"nemesis","","deity","","concept","Nemesis","","http://www.wikidata.org/entity/Q185747","https://p-lod.org/id/nemesis"
"neoptolemus","","mythological_figure","","concept","Neoptolemus","","http://www.wikidata.org/entity/Q322639","https://p-lod.org/id/neoptolemus"
"neptune","","roman_deity","","concept","Neptune","","http://www.wikidata.org/entity/Q3954","https://p-lod.org/id/neptune"
"nereid","","","","concept","Nereid","","http://www.wikidata.org/entity/Q54230","https://p-lod.org/id/nereid"
"nessus","","mythological_creature","","concept","Nessus","","http://www.wikidata.org/entity/Q466866","https://p-lod.org/id/nessus"
"nest","","","","concept","","","","https://p-lod.org/id/nest"
"net","","","","concept","Net","","","https://p-lod.org/id/net"
"niche","","","","concept","Niche","","http://www.wikidata.org/entity/Q695992","https://p-lod.org/id/niche"
"nike","","deity","","concept","Nike","","http://www.wikidata.org/entity/Q165023","https://p-lod.org/id/nike"
"nilotic_landscape","","","","concept","Nilotic landscape","","","https://p-lod.org/id/nilotic_landscape"
"niobid","","mythological_figure","","concept","Niobid","","http://www.wikidata.org/entity/Q2738502","https://p-lod.org/id/niobid"
"numidian","","","","concept","Numidian","","http://www.wikidata.org/entity/Q2916416","https://p-lod.org/id/numidian"
"nut","","","","concept","Nut","","","https://p-lod.org/id/nut"
"nymph","","","","concept","Nymph","","","https://p-lod.org/id/nymph"
"oar","","","","concept","Oar","","http://www.wikidata.org/entity/Q2003749","https://p-lod.org/id/oar"
"obelisk","","architecture","","concept","Obelisk","","","https://p-lod.org/id/obelisk"
"object","","","","concept","Object","","","https://p-lod.org/id/object"
